Reactive.Time;Time span;Living Room Light (100W) [var];Kitchen Light (100W) [var];Cellar Light (200W) [var];Bathroom Light (100W) [var];Bathroom Mirror Light 10 W (LED) [var];Bedroom Light (200W) [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Juicer / Moulinex Vitafruit [var];Kitchen radio / AEG KRC 4323 CD [var];Single Stove Plate [var];Nespresso Coffee Machine, Single Cup [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Toaster Salco MT 400 [var];Electric Kettle / Petra WK288 1.5L [var];AEG PN 2200 RX 4935365097 [var];Hand-held Circular Saw / Bosch PKS 46 [var];Skil 4270 [var];Polishing Machine / Flex L 602 VR [var];Hedge Trimmer / Bosch AHS 550-24 ST [var];Atika LH 2500 G [var];Lawn Mower / Sabo 32-EL [var];Energy Saving Lamp / EL-REF 11 E27 [var];CD/DVD Player / Philips DVDR 725 H [var];TV Medion MD20123_DE_A [var];SAT Receiver / Kathrein UFS913 [var];Miele DG 1450 [var];Handmixer / Phillips Robust HR 1581 [var];Extractor Hood / Miele DA 429-4 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [var];Microwave / Panasonic NN 5259 [var];Dishwasher NEFF SD6P1F (2011) [var];Laptop Sony Vaio SVE151G11M [var];Steam Iron / Phillips GC 4410 [var];Washing Machine / Bosch WAE 28143 [var];AEG NM 2701 Premium [var];Hair Dryer Braun Silencio 1250 [var];Canister vacuum cleaner / Siemens VS 06 G 1831 [var];Siemens Kl 20 LA 65 (A+) [var];Electric Razor Braun Cruzer 5 [var];Electric Toothbrush Dondodent Professional Clean [var];Router O2 Box 6431 [var];
1384;23:04:00;0;0;0;0;0;0;0;0;0,4088387459756941;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32668434759552933;-48,2294180327869;0,4127880182026333;0;0;0;0;3,5530880670163847;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1385;23:05:00;0;0;0;0;0;0;0;0;0,40885997601032686;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3266883251407566;-48,2294180327869;0,41284314982548487;0;0;0;0;3,5531595515153107;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1386;23:06:00;0;0;0;0;0;0;0;0;0,40887700945666655;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3267150202203763;-48,2294180327869;0,41289066543669173;0;0;0;0;3,5538097345815434;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1387;23:07:00;0;0;0;0;0;0;0;0;0,4088902292255058;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3267256399455367;-48,2294180327869;0,41289320796933415;0;0;0;0;3,5538473269465314;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1388;23:08:00;0;0;0;0;0;0;0;0;0,408890924289785;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3267304753372609;-48,2294180327869;0,41289495999213804;0;0;0;0;3,5540867398222495;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1389;23:09:00;0;0;0;0;0;0;0;0;0,4088922473119877;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3267679823138741;-48,2294180327869;0,4128963175107706;0;0;0;0;3,554568232250753;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1390;23:10:00;0;0;0;0;0;0;0;0;0,4088947042061118;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3267744850116074;-48,2294180327869;0,4129050021560418;0;0;0;0;3,554673756127578;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1391;23:11:00;0;0;0;0;0;0;0;0;0,4089538230214496;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3267813131875252;-48,2294180327869;0,4130045602426722;0;0;0;0;3,554876568123842;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1392;23:12:00;0;0;0;0;0;0;0;0;0,40895616649025857;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32679207873400284;-48,2294180327869;0,413013231386436;0;0;0;0;3,5548988788042246;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1393;23:13:00;0;0;0;0;0;0;0;0;0,4089625152102171;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32686262573440544;-48,2294180327869;0,41301700215003095;0;0;0;0;3,5549689482418576;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1394;23:14:00;0;0;0;0;0;0;0;0;0,4089834912689155;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32688353307556295;-48,2258967213115;0,41304334238963114;0;0;0;0;3,5551031542546685;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1395;23:15:00;0;0;0;0;0;0;0;0;0,4090038867010342;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3268853354966179;-48,2258967213115;0,4130437382271711;0;0;0;0;3,5551721105481406;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1396;23:16:00;0;0;0;0;0;0;0;0;0,4090159137997622;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3268901138429906;-48,2258967213115;0,41304433940013385;0;0;0;0;3,5552073686406227;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1397;23:17:00;0;0;0;0;0;0;0;0;0,40906703103973896;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32690790746264703;-48,2258967213115;0,41310540253428674;0;0;0;0;3,555540306177621;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1398;23:18:00;0;0;0;0;0;0;0;0;0,40914686008215884;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3269182453539891;-48,2258967213115;0,4131241515195336;0;0;0;0;3,555841802447102;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1399;23:19:00;0;0;0;0;0;0;0;0;0,4091489126696981;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32696308609029123;-48,2258967213115;0,4131724440653187;0;0;0;0;3,5559365516643147;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1400;23:20:00;0;0;0;0;0;0;0;0;0,40915017203681403;0;0;0;0;0;0;0;0;0;0;0;0;0;0,326975042876988;-48,2258967213115;0,4131735531793793;0;0;0;0;3,5560303920163587;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1401;23:21:00;0;0;0;0;0;0;0;0;0,4091515719887482;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3269894483728724;-48,2258967213115;0,4131901375171296;0;0;0;0;3,5563614852162417;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1402;23:22:00;0;0;0;0;0;0;0;0;0,4091648308160516;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32699854707567705;-48,2258967213115;0,4132278810983928;0;0;0;0;3,556400645094553;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1403;23:23:00;0;0;0;0;0;0;0;0;0,40916592830097853;0;0;0;0;0;0;0;0;0;0;0;0;0;0,327036957083671;-48,2258967213115;0,41324698638619267;0;0;0;0;3,556553972589526;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1404;23:24:00;0;0;0;0;0;0;0;0;0,40919868170321894;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3270398982876946;-48,2258967213115;0,4132800411627437;0;0;0;0;3,5572848260267973;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1405;23:25:00;0;0;0;0;0;0;0;0;0,4092125463958302;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3270489931467475;-48,2054737704918;0,41334087054149615;0;0;0;0;3,5580840367461515;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1406;23:26:00;0;0;0;0;0;0;0;0;0,4092134148727667;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3270521078773593;-48,2054737704918;0,4133523440465069;0;0;0;0;3,5585791630362036;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1407;23:27:00;0;0;0;0;0;0;0;0;0,4092427201892285;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32706562202779177;-48,2054737704918;0,4133930442395587;0;0;0;0;3,5586191090693204;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1408;23:28:00;0;0;0;0;0;0;0;0;0,40924486166528995;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32713075592170776;-48,2054737704918;0,4134266374556405;0;0;0;0;3,558691037116632;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1409;23:29:00;0;0;0;0;0;0;0;0;0,40925281396113833;0;0;0;0;0;0;0;0;0;0;0;0;0;0,327136334304889;-48,2054737704918;0,4134467192176459;0;0;0;0;3,558768850785232;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1410;23:30:00;0;0;0;0;0;0;0;0;0,40932529697297565;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32714543394935774;-48,2054737704918;0,41344896076499127;0;0;0;0;3,5590176409251346;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1411;23:31:00;0;0;0;0;0;0;0;0;0,4093272623000419;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3272556566198712;-48,2054737704918;0,413476460892584;0;0;0;0;3,559029130592943;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1412;23:32:00;0;0;0;0;0;0;0;0;0,40936555960535415;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32729572551833097;-48,2054737704918;0,4135015822463777;0;0;0;0;3,559182935493648;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1413;23:33:00;0;0;0;0;0;0;0;0;0,40938926645335544;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3273133266818683;-48,2054737704918;0,41352380281463513;0;0;0;0;3,559256216094918;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1414;23:34:00;0;0;0;0;0;0;0;0;0,4093987962960134;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32731374954486975;-48,2054737704918;0,4135473340771362;0;0;0;0;3,5592822155608506;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1415;23:35:00;0;0;0;0;0;0;0;0;0,4093999393021673;0;0;0;0;0;0;0;0;0;0;0;0;0;0,327324158513428;-48,1814819672131;0,4135531484406454;0;0;0;0;3,5597886089957993;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1416;23:36:00;0;0;0;0;0;0;0;0;0,409441024126279;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32735135636181784;-48,1814819672131;0,41356627028268383;0;0;0;0;3,560117234402006;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1417;23:37:00;0;0;0;0;0;0;0;0;0,4095274638850845;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3273579842594286;-48,1814819672131;0,41356892564495884;0;0;0;0;3,5603992579197032;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1418;23:38:00;0;0;0;0;0;0;0;0;0,4095279188932001;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32736093103402797;-48,1814819672131;0,4135747597094764;0;0;0;0;3,560409170619999;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1419;23:39:00;0;0;0;0;0;0;0;0;0,4095784737966712;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3273609914807632;-48,1814819672131;0,4136240674777874;0;0;0;0;3,5607873897111553;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1420;23:40:00;0;0;0;0;0;0;0;0;0,409591511817367;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32737510473813336;-48,1814819672131;0,4136441638577505;0;0;0;0;3,5609045205865115;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1421;23:41:00;0;0;0;0;0;0;0;0;0,40960498956741936;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32741027215738105;-48,1814819672131;0,4137126883304347;0;0;0;0;3,5610824559909338;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1422;23:42:00;0;0;0;0;0;0;0;0;0,4096115517649615;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32746561387576334;-48,1814819672131;0,4137292692858335;0;0;0;0;3,5612718719497387;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1423;23:43:00;0;0;0;0;0;0;0;0;0,40961617584406307;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3274739187449835;-48,1814819672131;0,41375925690058524;0;0;0;0;3,5615133286237226;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1424;23:44:00;0;0;0;0;0;0;0;0;0,40961770343813486;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32748216622609533;-48,1814819672131;0,4138144233262482;0;0;0;0;3,5616876166273306;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1425;23:45:00;0;0;0;0;0;0;0;0;0,4096587656938737;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3274886894519717;-48,1814819672131;0,41382708539296;0;0;0;0;3,5617919505252877;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1426;23:46:00;0;0;0;0;0;0;0;0;0,409663983706358;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32751268572564;-48,1814819672131;0,4138482404129001;0;0;0;0;3,5620150918925657;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1427;23:47:00;0;0;0;0;0;0;0;0;0,4096915157573287;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3275238920869755;-48,1814819672131;0,41387266987461163;0;0;0;0;3,562050882700324;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1428;23:48:00;0;0;0;0;0;0;0;0;0,4098116491236444;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32756253354183906;-48,1814819672131;0,41395505058688664;0;0;0;0;3,5626653549840976;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1429;23:49:00;0;0;0;0;0;0;0;0;0,4098353127363059;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3275863023633695;-48,1814819672131;0,41396652704750675;0;0;0;0;3,5630050826410424;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1430;23:50:00;0;0;0;0;0;0;0;0;0,40983794133201856;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3276038418421052;-48,1814819672131;0,4140166699909154;0;0;0;0;3,563020147594694;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1431;23:51:00;0;0;0;0;0;0;0;0;0,40989644482623144;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3276069765249068;-48,1814819672131;0,41403295560187653;0;0;0;0;3,5631756208924648;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1432;23:52:00;0;0;0;0;0;0;0;0;0,4098975675842166;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3276313454790265;-48,1814819672131;0,4140395048961283;0;0;0;0;3,5634496025297033;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1433;23:53:00;0;0;0;0;0;0;0;0;0,4099063831469079;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32764966524678396;-48,1814819672131;0,414057221706811;0;0;0;0;3,563943072832545;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1434;23:54:00;0;0;0;0;0;0;0;0;0,4099460184602836;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32766025434136653;-48,1814819672131;0,4140712708175466;0;0;0;0;3,5639435660791894;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1435;23:55:00;0;0;0;0;0;0;0;0;0,41003814875537087;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32766047142353316;-48,1814819672131;0,41412046798903057;0;0;0;0;3,5639671776699524;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1436;23:56:00;0;0;0;0;0;0;0;0;0,41006952535496816;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32766938597842304;-48,1296393442623;0,4141225256749963;0;0;0;0;3,5639731729192503;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1437;23:57:00;0;0;0;0;0;0;0;0;0,4100752891437304;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32768402270356245;-48,1296393442623;0,4141682338535421;0;0;0;0;3,5641083915436367;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1438;23:58:00;0;0;0;0;0;0;0;0;0,41007957333763106;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3277216033711428;-48,1296393442623;0,4142145461420056;0;0;0;0;3,5645055392637373;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1439;23:59:00;0;0;0;0;0;0;0;0;0,41008936221215125;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3277330246100821;-48,1296393442623;0,4142280093099059;0;0;0;0;3,5648672092089213;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1440;1.00:00:00;0;0;0;0;0;0;0;0;0,4101011030201054;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3277356799507437;-48,1296393442623;0,4142445692764901;0;0;0;0;3,5650103078234614;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1441;1.00:01:00;0;0;0;0;0;0;0;0;0,41012799790592225;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32774589294448886;-48,1296393442623;0,414268395314442;0;0;0;0;3,5652608368465915;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1442;1.00:02:00;0;0;0;0;0;0;0;0;0,4101466004374681;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3277585031600268;-48,1296393442623;0,4142751469778347;0;0;0;0;3,5654867867422224;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1443;1.00:03:00;0;0;0;0;0;0;0;0;0,41017133299959047;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3277624018230027;-48,1296393442623;0,41432704790772396;0;0;0;0;3,5656652170669876;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1444;1.00:04:00;0;0;0;0;0;0;0;0;0,41020803080394624;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3277792814656533;-48,1296393442623;0,41437922958183027;0;0;0;0;3,565845810381611;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1445;1.00:05:00;0;0;0;0;0;0;0;0;0,4102267087686097;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3277924490195327;-48,1296393442623;0,4144009552602575;0;0;0;0;3,5659163219641417;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1446;1.00:06:00;0;0;0;0;0;0;0;0;0,41023267308962114;0;0;0;0;0;0;0;0;0;0;0;0;0;0,327796171996638;-48,1296393442623;0,4144018500724744;0;0;0;0;3,5659887663584775;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1447;1.00:07:00;0;0;0;0;0;0;0;0;0,4102439783249911;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32779825219175573;-48,1296393442623;0,41441642050157906;0;0;0;0;3,5660232607302125;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1448;1.00:08:00;0;0;0;0;0;0;0;0;0,4102470082520425;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32780220565471657;-48,1296393442623;0,4144706852858713;0;0;0;0;3,5661757261652376;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1449;1.00:09:00;0;0;0;0;0;0;0;0;0,4102594634089176;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3278189731462144;-48,1296393442623;0,41448557255163593;0;0;0;0;3,5661844702771726;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1450;1.00:10:00;0;0;0;0;0;0;0;0;0,41027482972606855;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32783061638043737;-48,1296393442623;0,4145569991953989;0;0;0;0;3,5662602266116457;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1451;1.00:11:00;0;0;0;0;0;0;0;0;0,4102985270286137;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32785911633024456;-48,1296393442623;0,41456577456365357;0;0;0;0;3,5663648007920203;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1452;1.00:12:00;0;0;0;0;0;0;0;0;0,4103256973203904;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32786593810784714;-48,1296393442623;0,4145676184241058;0;0;0;0;3,5664864129156366;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1453;1.00:13:00;0;0;0;0;0;0;0;0;0,4103546867952733;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32788139627469626;-48,1296393442623;0,41457123367822896;0;0;0;0;3,566529822438127;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1454;1.00:14:00;0;0;0;0;0;0;0;0;0,4103616238519455;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3278886789637447;-48,1296393442623;0,4145727219283745;0;0;0;0;3,5666745490090177;0;0,1;0;0;0;0;0;0;1,68655786885246;-4,14943032786885;-9,86843393442623;
1455;1.00:15:00;0;0;0;0;0;0;0;0;0,4103676494919408;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32790680142063433;-48,1296393442623;0,4146482656319656;0;0;0;0;3,567034077399215;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,14943032786885;-9,86843393442623;
1456;1.00:16:00;0;0;0;0;0;0;0;0;0,4103832558115405;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32791571723870944;-48,1296393442623;0,41465215241836934;0;0;0;0;3,5670669290202017;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,14943032786885;-9,86843393442623;
1457;1.00:17:00;0;0;0;0;0;0;0;0;0,4103844602345465;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32792656509024665;-48,1296393442623;0,41468000994296667;0;0;0;0;3,5674228246740003;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,14943032786885;-9,86843393442623;
1458;1.00:18:00;0;0;0;0;0;0;0;0;0,4104154110230989;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3279265874037049;-48,0756295081967;0,4147245606232624;0;0;0;0;3,5676678730741767;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,14943032786885;-9,86843393442623;
1459;1.00:19:00;0;0;0;0;0;0;0;0;0,4104175806835771;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3279267853185809;-48,0756295081967;0,41472912078683516;0;0;0;0;3,5679401907747437;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,14943032786885;-9,86843393442623;
1460;1.00:20:00;0;0;0;0;0;0;0;0;0,4104218732312206;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32796546670500926;-48,0756295081967;0,4147304412344681;0;0;0;0;3,568003828494403;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,14943032786885;-9,86750918032787;
1461;1.00:21:00;0;0;0;0;0;0;0;0;0,410423051530597;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3279745727619764;-48,0756295081967;0,4147368946219602;0;0;0;0;3,56806259938735;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,14943032786885;-9,86750918032787;
1462;1.00:22:00;0;0;0;0;0;0;0;0;0,41045184423930253;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3279894019378429;-48,0756295081967;0,41475787104897727;0;0;0;0;3,56821288980891;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,14943032786885;-9,86750918032787;
1463;1.00:23:00;0;0;0;0;0;0;0;0;0,41047856482596307;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3280011864011253;-48,0756295081967;0,4147635427138321;0;0;0;0;3,56861096775443;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,14943032786885;-9,86750918032787;
1464;1.00:24:00;0;0;0;0;0;0;0;0;0,41051149680137133;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3280157319960967;-48,0756295081967;0,4147888404360683;0;0;0;0;3,5686133652567302;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,14943032786885;-9,86750918032787;
1465;1.00:25:00;0;0;0;0;0;0;0;0;0,41052492295050624;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3280638188886775;-48,0756295081967;0,41482744197591664;0;0;0;0;3,5687847669743964;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,1489062295082;-9,86750918032787;
1466;1.00:26:00;0;0;0;0;0;0;0;0;0,4105311437751671;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32807762461609197;-48,0756295081967;0,4148328911204166;0;0;0;0;3,5689578028919873;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,1489062295082;-9,86750918032787;
1467;1.00:27:00;0;0;0;0;0;0;0;0;0,41053613766734004;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3280793515568786;-48,0756295081967;0,4148452952353241;0;0;0;0;3,5692242938178675;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,1489062295082;-9,86750918032787;
1468;1.00:28:00;0;0;0;0;0;0;0;0;0,41054984525081306;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32809019531605055;-48,0624836065574;0,4149397282714926;0;0;0;0;3,569343703954878;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,1489062295082;-9,86750918032787;
1469;1.00:29:00;0;0;0;0;0;0;0;0;0,41057072609832235;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32810832075428986;-48,0624836065574;0,4149425371100375;0;0;0;0;3,5695133145547757;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,1489062295082;-9,86750918032787;
1470;1.00:30:00;0;0;0;0;0;0;0;0;0,41061662579897457;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3281182265736762;-48,0624836065574;0,4149603355743998;0;0;0;0;3,569766656691599;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,1489062295082;-9,86750918032787;
1471;1.00:31:00;0;0;0;0;0;0;0;0;0,4106204881874847;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32814295391821113;-48,0624836065574;0,4149606231210512;0;0;0;0;3,569827361181518;0;0,1;0;0;0;0;0;0;1,69470770491803;-4,1489062295082;-9,86750918032787;
