Reactive.Time;Time span;Living Room Light (100W) [var];Kitchen Light (100W) [var];Cellar Light (200W) [var];Bathroom Light (100W) [var];Bathroom Mirror Light 10 W (LED) [var];Bedroom Light (200W) [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Juicer / Moulinex Vitafruit [var];Kitchen radio / AEG KRC 4323 CD [var];Single Stove Plate [var];Nespresso Coffee Machine, Single Cup [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Toaster Salco MT 400 [var];Electric Kettle / Petra WK288 1.5L [var];AEG PN 2200 RX 4935365097 [var];Hand-held Circular Saw / Bosch PKS 46 [var];Skil 4270 [var];Polishing Machine / Flex L 602 VR [var];Hedge Trimmer / Bosch AHS 550-24 ST [var];Atika LH 2500 G [var];Lawn Mower / Sabo 32-EL [var];Energy Saving Lamp / EL-REF 11 E27 [var];CD/DVD Player / Philips DVDR 725 H [var];TV Medion MD20123_DE_A [var];SAT Receiver / Kathrein UFS913 [var];Miele DG 1450 [var];Handmixer / Phillips Robust HR 1581 [var];Extractor Hood / Miele DA 429-4 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [var];Microwave / Panasonic NN 5259 [var];Dishwasher NEFF SD6P1F (2011) [var];Laptop Sony Vaio SVE151G11M [var];Steam Iron / Phillips GC 4410 [var];Washing Machine / Bosch WAE 28143 [var];AEG NM 2701 Premium [var];Hair Dryer Braun Silencio 1250 [var];Canister vacuum cleaner / Siemens VS 06 G 1831 [var];Siemens Kl 20 LA 65 (A+) [var];Electric Razor Braun Cruzer 5 [var];Electric Toothbrush Dondodent Professional Clean [var];Router O2 Box 6431 [var];
4738;3.06:58:00;0;0;0;0;0;0;0;0;0,4719810119218246;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37620750082557963;0,01;0,4914976770471236;0;0;0;0;4,038741860294557;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4739;3.06:59:00;0;0;0;0;0;0;0;0;0,4720016061649004;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3762075702330538;0,01;0,491518097415741;0;0;0;0;4,038787859910403;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4740;3.07:00:00;0;0;0;0;0;0;0;0;0,4720341506573754;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3762140661001469;0,01;0,4915262165625151;0;0;0;0;4,038977304575091;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4741;3.07:01:00;0;0;0;0;0;0;0;0;0,47207045959860106;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3762740554997874;0,01;0,49156580031272534;0;0;0;0;4,039064113500408;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4742;3.07:02:00;0;0;0;0;0;0;0;0;0,4721222423464432;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3762861689560748;0,01;0,4915869194693925;0;0;0;0;4,039088507894037;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4743;3.07:03:00;0;0;0;0;0;0;0;0;0,4721405488954921;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37629626097041896;0,01;0,49159682896466345;0;0;0;0;4,039195932111946;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4744;3.07:04:00;0;0;0;0;0;0;0;0;0,4721479792327104;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37631764954090957;0,01;0,49162589943746104;0;0;0;0;4,03967902535987;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4745;3.07:05:00;0;0;0;0;0;0;0;0;0,4721512589199034;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37634228730017266;0,01;0,4916440933451479;0;0;0;0;4,03971341030014;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4746;3.07:06:00;0;0;0;0;0;0;0;0;0,4721680192388552;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37634494423768716;0,01;0,4916527626272251;0;0;0;0;4,039770581160439;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4747;3.07:07:00;0;0;0;0;0;0;0;0;0,4721790108099311;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3763618475168202;0,01;0,49166739872408416;0;0;0;0;4,039828879743073;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4748;3.07:08:00;0;0;0;0;0;0;0;0;0,47218003486845184;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37636639984906317;0,01;0,49168891333250814;0;0;0;0;4,0398752249610395;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4749;3.07:09:00;0;0;0;0;0;0;0;0;0,47221784796764954;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3763726013249978;0,01;0,49178694937352363;0;0;0;0;4,039945433876536;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4750;3.07:10:00;0;0;0;0;0;0;0;0;0,4722254321829474;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37640771164325876;0,01;0,4918172567179206;0;0;0;0;4,040036705541578;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4751;3.07:11:00;0;0;0;0;0;0;0;0;0,4722889083528936;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3764340192129168;0,01;0,4918238019454214;0;0;0;0;4,0401107201134385;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4752;3.07:12:00;0;0;0;0;0;0;0;0;0,4723161867666874;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3764732377020088;0,01;0,49182630791146525;0;0;0;0;4,040412961369033;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4753;3.07:13:00;0;0;0;0;0;0;0;0;0,4723502988239501;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37655674087151053;0,01;0,491875264793584;0;0;0;0;4,040665165516811;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4754;3.07:14:00;0;0;0;0;0;0;0;0;0,4723737108265476;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3766157515651754;0,01;0,4919080615138875;0;0;0;0;4,040700700976723;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4755;3.07:15:00;0;0;0;0;0;0;0;0;0,47240484440169633;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3766333944176431;0,01;0,4919104495258675;0;0;0;0;4,0409728593587015;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4756;3.07:16:00;0;0;0;0;0;0;0;0;0,4724219541161744;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3766639954536163;0,01;0,49197287142733326;0;0;0;0;4,041530411056442;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4757;3.07:17:00;0;0;0;0;0;0;0;0;0,47244161824480135;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3766996790663113;0,01;0,49197288375102727;0;0;0;0;4,041825853361454;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4758;3.07:18:00;0;0;0;0;0;0;0;0;0,4725033400625678;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37673485301159887;0,01;0,49202292092261196;0;0;0;0;4,042021118870435;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4759;3.07:19:00;0;0;0;0;0;0;0;0;0,4725362351427662;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3767549912759266;0,01;0,492028152162256;0;0;0;0;4,0420433423861315;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4760;3.07:20:00;0;0;0;0;0;0;0;0;0,47254033176828675;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3767608838019772;0,01;0,49205044649755264;0;0;0;0;4,042073568879111;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4761;3.07:21:00;0;0;0;0;0;0;0;0;0,47254110083015677;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37678723605046816;0,01;0,49211166399694006;0;0;0;0;4,042227229132448;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4762;3.07:22:00;0;0;0;0;0;0;0;0;0,47254547250623397;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3768137895656346;0,01;0,4921174149656192;0;0;0;0;4,0423177964504875;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4763;3.07:23:00;0;0;0;0;0;0;0;0;0,47256175171512976;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37681567928114934;0,01;0,4921495858342992;0;0;0;0;4,042402313773346;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4764;3.07:24:00;0;0;0;0;0;0;0;0;0,47258083384771665;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3768224553122833;0,01;0,4921743219138598;0;0;0;0;4,042539505031211;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4765;3.07:25:00;0;0;0;0;0;0;0;0;0,47260411182822853;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3768239983572785;0,01;0,4922052609556375;0;0;0;0;4,042609194302203;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4766;3.07:26:00;0;0;0;0;0;0;0;0;0,472660710847969;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37683588527244016;0,01;0,4922254305697744;0;0;0;0;4,042745350620583;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4767;3.07:27:00;0;0;0;0;0;0;0;0;0,4726640666125801;0;0;0;0;0;0;0;0;0;0;0;0;0;0,376898774389227;0,01;0,4922402076148232;0;0;0;0;4,042907856534171;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4768;3.07:28:00;0;0;0;0;0;0;0;0;0,47267852427762347;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3769182299768448;0,01;0,49225157253497354;0;0;0;0;4,043035598934859;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4769;3.07:29:00;0;0;0;0;0;0;0;0;0,47268887730845677;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3769287265370077;0,01;0,49227108557511845;0;0;0;0;4,043386097852972;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4770;3.07:30:00;0;0;0;0;0;0;0;0;0,472738383532313;0;0;0;0;0;0;0;0;0;0;0;0;0;0,376941262394018;0,01;0,4922905381846044;0;0;0;0;4,043396988082143;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4771;3.07:31:00;0;0;0;0;0;0;0;0;0,4727695508713623;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3769659671391941;0,01;0,49237045554001785;0;0;0;0;4,043439227302188;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4772;3.07:32:00;0;0;0;0;0;0;0;0;0,4728563937476235;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37697974087551167;0,01;0,49238432120985476;0;0;0;0;4,043723877482767;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4773;3.07:33:00;0;0;0;0;0;0;0;0;0,4728582502533661;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3769831331841065;0,01;0,49238890233245786;0;0;0;0;4,043862106423073;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4774;3.07:34:00;0;0;0;0;0;0;0;0;0,47287362313829473;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3770259979439575;0,01;0,49241443317892564;0;0;0;0;4,043906367322606;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4775;3.07:35:00;0;0;0;0;0;0;0;0;0,4728759964342626;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37705934305045663;0,01;0,49243411620621;0;0;0;0;4,044057920734157;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4776;3.07:36:00;0;0;0;0;0;0;0;0;0,47289129997539947;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3770879097468225;0,01;0,49248630920104663;0;0;0;0;4,044197312198962;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4777;3.07:37:00;0;0;0;0;0;0;0;0;0,4729455789210544;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3771210852953708;0,01;0,4925119167451095;0;0;0;0;4,044354627880934;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4778;3.07:38:00;0;0;0;0;0;0;0;0;0,4729644022521848;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3771343405991203;0,01;0,49252795127742527;0;0;0;0;4,0443670055565715;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4779;3.07:39:00;0;0;0;0;0;0;0;0;0,47298819510191303;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37713622584252837;0,01;0,4925300595601773;0;0;0;0;4,044528976788499;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4780;3.07:40:00;0;0;0;0;0;0;0;0;0,47300466885305414;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3771505014530494;0,01;0,49254090453270316;0;0;0;0;4,045065841982453;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4781;3.07:41:00;0;0;0;0;0;0;0;0;0,4730168763151884;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3771535112103092;0,01;0,49270842988247326;0;0;0;0;4,0451466945933365;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4782;3.07:42:00;0;0;0;0;0;0;0;0;0,47303208420912307;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3771756887485648;0,01;0,49275496972102395;0;0;0;0;4,0451489868698065;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4783;3.07:43:00;0;0;0;0;0;0;0;0;0,4730375912996911;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3771770161817983;0,01;0,49279431337208623;0;0;0;0;4,045338653355258;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4784;3.07:44:00;0;0;0;0;0;0;0;0;0,4730518984639552;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37717950708178977;0,01;0,49282573671549423;0;0;0;0;4,045345220420689;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4785;3.07:45:00;0;0;0;0;0;0;0;0;0,47310452829505567;0;0;0;0;0;0;0;0;0;0;0;0;0;0,377201362338301;0,01;0,49290630084323966;0;0;0;0;4,0455816657433505;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4786;3.07:46:00;0;0;0;0;0;0;0;0;0,47311156341359234;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3772219528635625;0,01;0,4930010353492284;0;0;0;0;4,045644901701084;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4787;3.07:47:00;0;0;0;0;0;0;0;0;0,473114644794996;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3772449690489436;0,01;0,49301345421069204;0;0;0;0;4,045892643781686;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4788;3.07:48:00;0;0;0;0;0;0;0;0;0,4731231608064982;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37724973876013124;0,01;0,49303209068692894;0;0;0;0;4,046061826637152;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4789;3.07:49:00;0;0;0;0;0;0;0;0;0,47318161466504727;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3773056816845302;0,01;0,4930428043089676;0;0;0;0;4,04641220814767;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4790;3.07:50:00;0;0;0;0;0;0;0;0;0,473207439412158;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3773212537866003;0,01;0,4930483214959057;0;0;0;0;4,046421636283637;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4791;3.07:51:00;0;0;0;0;0;0;0;0;0,473214590049444;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37734412542247736;0,01;0,4931910440714097;0;0;0;0;4,046831878236496;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4792;3.07:52:00;0;0;0;0;0;0;0;0;0,4732546528700196;0;0;0;0;0;0;0;0;0;0;0;0;0;0,377361068199168;0,01;0,4931963404630873;0;0;0;0;4,046874954162562;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4793;3.07:53:00;0;0;0;0;0;0;0;0;0,47325525491370357;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3774086286440372;0,01;0,4931974852526957;0;0;0;0;4,047201661907127;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4794;3.07:54:00;0;0;0;0;0;0;0;0;0,4732644579949259;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37742016651905996;0,01;0,49322027530932616;0;0;0;0;4,047218369692557;0;0,1;0;0;0;0;0;0;2,6174237704918;-4,09529885245902;-9,80976163934426;
4795;3.07:55:00;0;0;0;0;0;0;0;0;0,4732829619507707;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3774231749587149;0,01;0,49334518554650686;0;0;0;0;4,047549002371028;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80976163934426;
4796;3.07:56:00;0;0;0;0;0;0;0;0;0,4733007899213804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37744945016347087;0,01;0,4933617484131753;0;0;0;0;4,047697557512217;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80976163934426;
4797;3.07:57:00;0;0;0;0;0;0;0;0;0,4733286105315918;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3775388323334019;0,01;0,4933880833150844;0;0;0;0;4,047710450061115;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4798;3.07:58:00;0;0;0;0;0;0;0;0;0,47335382109636637;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3775981737854696;0,01;0,49342618300783697;0;0;0;0;4,047774216704492;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4799;3.07:59:00;0;0;0;0;0;0;0;0;0,473363103592137;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3776127177164204;0,01;0,49342811575962126;0;0;0;0;4,047833646918158;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4800;3.08:00:00;0;0;0;0;0;0;0;0;0,4734322963317308;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37762883339326536;0,01;0,49343982510469475;0;0;0;0;4,048364179887686;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4801;3.08:01:00;0;0;0;0;0;0;0;0;0,47346033021717704;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3776508027713312;0,01;0,49354330880418956;0;0;0;0;4,048420100022691;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4802;3.08:02:00;0;0;0;0;0;0;0;0;0,4734891831673962;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3776577217402335;0,01;0,49357725922650614;0;0;0;0;4,048421902065775;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4803;3.08:03:00;0;0;0;0;0;0;0;0;0,47355535905974405;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37767072018222386;0,01;0,4936075652625871;0;0;0;0;4,048626165202481;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4804;3.08:04:00;0;0;0;0;0;0;0;0;0,47357026041847017;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37769879233340764;0,01;0,4936311098924818;0;0;0;0;4,048818263975668;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4805;3.08:05:00;0;0;0;0;0;0;0;0;0,4735840192151419;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3777257421765237;0,01;0,4937055494131152;0;0;0;0;4,049038362388767;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4806;3.08:06:00;0;0;0;0;0;0;0;0;0,4735883187768501;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3777289569762613;0,01;0,49382558112161534;0;0;0;0;4,04931133194147;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4807;3.08:07:00;0;0;0;0;0;0;0;0;0,4736205524720793;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3777409776662557;0,01;0,4938453525645208;0;0;0;0;4,049493666066535;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4808;3.08:08:00;0;0;0;0;0;0;0;0;0,47362749563528694;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3777440781717497;0,01;0,4938878503145495;0;0;0;0;4,049663668388069;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4809;3.08:09:00;0;0;0;0;0;0;0;0;0,47369832733505374;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37775717718042434;0,01;0,49389803669764376;0;0;0;0;4,0500534611955175;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4810;3.08:10:00;0;0;0;0;0;0;0;0;0,4737254340206584;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37776984853425843;0,01;0,49399614466100494;0;0;0;0;4,050054308813137;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4811;3.08:11:00;0;0;0;0;0;0;0;0;0,4737285725092936;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3777808596681745;0,01;0,49403097262847007;0;0;0;0;4,050084286475368;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4812;3.08:12:00;0;0;0;0;0;0;0;0;0,4737960853723675;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3778221352058551;0,01;0,494056265179156;0;0;0;0;4,050090153263056;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4813;3.08:13:00;0;0;0;0;0;0;0;0;0,47380581418883755;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37788320030625044;0,01;0,49407888918845455;0;0;0;0;4,0501025470647125;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4814;3.08:14:00;0;0;0;0;0;0;0;0;0,473834959227315;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3778901947098187;0,01;0,49408002974328563;0;0;0;0;4,050431215431578;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4815;3.08:15:00;0;0;0;0;0;0;0;0;0,47384182377793826;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37791009595824215;0,01;0,4941101809481279;0;0;0;0;4,050688142800672;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4816;3.08:16:00;0;0;0;0;0;0;0;0;0,47384372137728187;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37792271848731035;0,01;0,4941956961297293;0;0;0;0;4,050758288500055;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4817;3.08:17:00;0;0;0;0;0;0;0;0;0,4738509175043511;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37793233079259114;0,01;0,49425713623146134;0;0;0;0;4,050883671392646;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4818;3.08:18:00;0;0;0;0;0;0;0;0;0,47387154907018425;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3779523224896258;0,01;0,4942596132857745;0;0;0;0;4,051121704260305;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4819;3.08:19:00;0;0;0;0;0;0;0;0;0,47387392412412105;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37796815236791403;0,01;0,4942891794338165;0;0;0;0;4,051155817667893;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4820;3.08:20:00;0;0;0;0;0;0;0;0;0,47392519415590256;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37797918394028696;0,01;0,49435099895605994;0;0;0;0;4,051193554246751;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4821;3.08:21:00;0;0;0;0;0;0;0;0;0,4739690955502532;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3779980578001229;0,01;0,49435915366978633;0;0;0;0;4,05151772825863;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4822;3.08:22:00;0;0;0;0;0;0;0;0;0,47397480140352555;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3779987348942989;0,01;0,49440186847820383;0;0;0;0;4,0519145255479705;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4823;3.08:23:00;0;0;0;0;0;0;0;0;0,4740008387112082;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3780261566524674;0,01;0,4944139222762865;0;0;0;0;4,0520267440931335;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4824;3.08:24:00;0;0;0;0;0;0;0;0;0,47404069062320564;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3780271061868513;0,01;0,4944839064928571;0;0;0;0;4,0521718541631575;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4825;3.08:25:00;0;0;0;0;0;0;0;0;0,47405294811846366;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37804107454004743;0,01;0,4945377201158505;0;0;0;0;4,052212190626532;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4826;3.08:26:00;0;0;0;0;0;0;0;0;0,4741348947686948;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3780456421160885;0,01;0,4945393201217313;0;0;0;0;4,052409390530712;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
4827;3.08:27:00;0;0;0;0;0;0;0;0;0,4741363560797488;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3780619016048766;0,01;0,49456111072398407;0;0;0;0;4,052463395874178;0;0,1;0;0;0;0;0;0;2,61908590163934;-4,09529885245902;-9,80643508196721;
