Inner Device Heat Gains.Time;Time span;Living Room Light (100W) [Watt];Kitchen Light (100W) [Watt];Bathroom Light (100W) [Watt];Bathroom Mirror Light 10 W (LED) [Watt];Bedroom Light (200W) [Watt];Egg Cooker / Russell Hobbs 14048-56 Stylo [Watt];Juicer / Moulinex Vitafruit [Watt];Kitchen radio / AEG KRC 4323 CD [Watt];Single Stove Plate [Watt];Nespresso Coffee Machine, Single Cup [Watt];Food Slicer / DOMO Schneidemaschine DO521S [Watt];Toaster Salco MT 400 [Watt];PC / Acer 8400 [Watt];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [Watt];Christopeit Treadmill TM 2 Pro [Watt];Laptop Sony Vaio SVE151G11M [Watt];Lawn Mower / Sabo 32-EL [Watt];Hifi System / Sharp XL-HF300PH [Watt];Electric Kettle / Petra WK288 1.5L [Watt];Energy Saving Lamp / EL-REF 11 E27 [Watt];CD/DVD Player / Philips DVDR 725 H [Watt];TV Medion MD20123_DE_A [Watt];SAT Receiver / Kathrein UFS913 [Watt];Canister vacuum cleaner / Siemens VS 06 G 1831 [Watt];Microsoft Xbox 360 [Watt];Miele DG 1450 [Watt];Handmixer / Phillips Robust HR 1581 [Watt];Dishwasher NEFF SD6P1F (2011) [Watt];Dryer / Miele T 8626 WP [Watt];Hedge Trimmer / Bosch AHS 550-24 ST [Watt];Atika LH 2500 G [Watt];Steam Iron / Phillips GC 4410 [Watt];Washing Machine / Bosch WAE 28143 [Watt];Hair Dryer Braun Silencio 1250 [Watt];Siemens Kl 20 LA 65 (A+) [Watt];Router O2 Box 6431 [Watt];Electric Razor Braun Cruzer 5 [Watt];Electric Toothbrush Dondodent Professional Clean [Watt];
2695;1.20:55:00;0;0;0;0;0;0;0;1,3123404490193227;0;0;0;0;1,558918144922071;1,2080193251687088;0;0;2,755833227194516;0;2,901033307744778;0;0;1,0504494913616191;0,2746576518850259;1,3096288197468642;0;3,4458279910957477;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2696;1.20:56:00;0;0;0;0;0;0;0;1,3123786309465943;0;0;0;0;1,5590103403685516;1,2080213645496451;0;0;2,7558819715260134;0;2,901229378064242;0;0;1,0505422560271045;0,2746618887917939;1,3096433197922246;0;3,445861785947315;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2697;1.20:57:00;0;0;0;0;0;0;0;1,312380519239359;0;0;0;0;1,5590695589802022;1,2080658952417118;0;0;2,7561763320546633;0;2,9012368428511417;0;0;1,0505423664382174;0,2746831349514734;1,3096581858885052;0;3,4462053078955313;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2698;1.20:58:00;0;0;0;0;0;0;0;1,3123821321811548;0;0;0;0;1,5590781178815405;1,2082612752267439;0;0;2,7562089627133033;0;2,9012944644759218;0;0;1,0506052480673778;0,27469179480034545;1,3096710515954193;0;3,4464666476803725;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2699;1.20:59:00;0;0;0;0;0;0;0;1,3123898149101723;0;0;0;0;1,5591691023146805;1,2082788654529004;0;0;2,7563416722670557;0;2,9015838012895316;0;0;1,0506062268902896;0,27469238364589843;1,3097037123586437;0;3,446536555602436;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2700;1.21:00:00;0;0;0;0;0;0;0;1,3124755965124777;0;0;0;0;1,5591926475217848;1,2083108025539897;0;0;2,7563979860876255;0;2,901711482033795;0;0;1,0507079963329087;0,2746956475230729;1,3097084721690848;0;3,4465775108480092;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2701;1.21:01:00;0;0;0;0;0;0;0;1,3125028969588766;0;0;0;0;1,5592252838550946;1,208322864464397;0;0;2,756493882674146;0;2,901928735103292;0;0;1,0507191013756776;0,2747243734465344;1,309717719952734;0;3,446590045509287;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2702;1.21:02:00;0;0;0;0;0;0;0;1,3125339941869791;0;0;0;0;1,5592337218484755;1,2083441476589303;0;0;2,756750522563962;0;2,901973275979801;0;0;1,0508073880660915;0,27473094475395277;1,3097628956147633;0;3,4466542609307336;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2703;1.21:03:00;0;0;0;0;0;0;0;1,312561312232141;0;0;0;0;1,5592504407683723;1,2083644854441649;0;0;2,7568345074301472;0;2,902056016177009;0;0;1,0508251490328768;0,27473439761188057;1,30981320399503;0;3,4469933659051213;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2704;1.21:04:00;0;0;0;0;0;0;0;1,312588083647647;0;0;0;0;1,5592523918141272;1,2084168281181356;0;0;2,756913728021604;0;2,9022358426537034;0;0;1,0508484789974273;0,2747569817056937;1,309824864090729;0;3,447017151418665;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2705;1.21:05:00;0;0;0;0;0;0;0;1,3126022327269422;0;0;0;0;1,559256438291678;1,2085948881052866;0;0;2,757205854277326;0;2,9023615996366185;0;0;1,0508803316680633;0,2747594946405924;1,3098515497285994;0;3,4471455828250295;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2706;1.21:06:00;0;0;0;0;0;0;0;1,3126426760359393;0;0;0;0;1,5593775380643449;1,2085976261286153;0;0;2,757466812738964;0;2,902662845655514;0;0;1,0509214835371699;0,27476559348024443;1,3099292056996834;0;3,4471556601032867;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2707;1.21:07:00;0;0;0;0;0;0;0;1,3126986181317801;0;0;0;0;1,5594114079175994;1,2086371335489356;0;0;2,757551896740589;0;2,902965262142222;0;0;1,0509468371453181;0,27477232669879964;1,3099930715390227;0;3,4474086611586645;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2708;1.21:08:00;0;0;0;0;0;0;0;1,3127495498809716;0;0;0;0;1,5595208301234615;1,2086534826166793;0;0;2,7576693916226422;0;2,9030448298859737;0;0;1,0509485761142745;0,27477349407285956;1,3101185433780214;0;3,447558687156676;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2709;1.21:09:00;0;0;0;0;0;0;0;1,3127606415766229;0;0;0;0;1,5595361953158098;1,2086629370947122;0;0;2,7576915985180204;0;2,9031005689502374;0;0;1,0509613058315932;0,27480494536293654;1,3101290052017882;0;3,4477435545384196;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2710;1.21:10:00;0;0;0;0;0;0;0;1,3127712684860826;0;0;0;0;1,5595442582333758;1,2086828984244817;0;0;2,7579738992939125;0;2,9031810355330587;0;0;1,0509698184895158;0,2748062585330967;1,310239583480266;0;3,44776358999517;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2711;1.21:11:00;0;0;0;0;0;0;0;1,3128034121677963;0;0;0;0;1,5595606892477065;1,2087581209634766;0;0;2,7580745247418483;0;2,9033542272402175;0;0;1,050983472799045;0,2748333038310117;1,310240513364076;0;3,4478654791804964;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2712;1.21:12:00;0;0;0;0;0;0;0;1,312813169759614;0;0;0;0;1,5595698703502743;1,208763908025611;0;0;2,758171793415145;0;2,903406404173895;0;0;1,0509894908197;0,27483646674817747;1,3103046590049443;0;3,4479893616107065;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2713;1.21:13:00;0;0;0;0;0;0;0;1,312816165052;0;0;0;0;1,5595881214136487;1,208835375773611;0;0;2,7582169818588174;0;2,9034367279708704;0;0;1,0510148255343554;0,2748452306316825;1,3104342149962107;0;3,448284114740626;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2714;1.21:14:00;0;0;0;0;0;0;0;1,3129138204029447;0;0;0;0;1,5596030892908264;1,2088379888034264;0;0;2,7582205778115503;0;2,9035152342886126;0;0;1,0510426045825783;0,2748502324333611;1,3105206628617703;0;3,4485204155074087;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2715;1.21:15:00;0;0;0;0;0;0;0;1,313113730898699;0;0;0;0;1,5596640616279316;1,2088671453065876;0;0;2,7583742809164375;0;2,9038152452371153;0;0;1,0510526566214577;0,27487104362150594;1,3105361281799741;0;3,4486871285452483;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2716;1.21:16:00;0;0;0;0;0;0;0;1,3131232846806171;0;0;0;0;1,5597007174291488;1,2088991558994315;0;0;2,7584083906779377;0;2,903965156641381;0;0;1,0511374905560449;0,27488208782495943;1,3105538000793748;0;3,4488503426766024;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2717;1.21:17:00;0;0;0;0;0;0;0;1,3131453899990286;0;0;0;0;1,5597825978201818;1,2089204974923065;0;0;2,7587483298483897;0;2,9039838171206873;0;0;1,05116551008606;0,2749087561510951;1,3105860145009722;0;3,4489204244085117;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2718;1.21:18:00;0;0;0;0;0;0;0;1,3132078965186986;0;0;0;0;1,5597882031771844;1,2090131743681916;0;0;2,7590996597232387;0;2,9040334127842256;0;0;1,0511994171926446;0,27492184955211957;1,3106969435650297;0;3,449212679145251;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2719;1.21:19:00;0;0;0;0;0;0;0;1,3132260886391405;0;0;0;0;1,5598551547263317;1,2090213547254096;0;0;2,75921543446349;0;2,9041064766026357;0;0;1,0512735795918071;0,2749289514330095;1,3107068231020076;0;3,449347026248747;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2720;1.21:20:00;0;0;0;0;0;0;0;1,3133147898023143;0;0;0;0;1,5598795871433566;1,209051388323219;0;0;2,7593025053122844;0;2,904131402041353;0;0;1,0513134538102396;0,27494724603285436;1,3107730176324126;0;3,449418985245734;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2721;1.21:21:00;0;0;0;0;0;0;0;1,3133208436627128;0;0;0;0;1,559918570175416;1,2092328285305383;0;0;2,7596856804081202;0;2,904292146653882;0;0;1,0513339213212152;0,27495260028428864;1,3107997233464415;0;3,4498793677510258;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2722;1.21:22:00;0;0;0;0;0;0;0;1,3133805811510166;0;0;0;0;1,5599468432510117;1,2092547072075923;0;0;2,7596996560640585;0;2,9043981424392262;0;0;1,0513504287357562;0,2749546398003136;1,3108703537995297;0;3,4502120793618225;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2723;1.21:23:00;0;0;0;0;0;0;0;1,3133909309403613;0;0;0;0;1,559969596718253;1,20927694084301;0;0;2,7597539621284626;0;2,9045406414363235;0;0;1,051387271441157;0,2749667201447337;1,3108763324620565;0;3,4505108568518414;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2724;1.21:24:00;0;0;0;0;0;0;0;1,313418655291083;0;0;0;0;1,5600947238431775;1,2092805694726803;0;0;2,7597629412587814;0;2,904636077343977;0;0;1,0514850153563113;0,2749725098683381;1,3109394782475718;0;3,4508032311834906;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2725;1.21:25:00;0;0;0;0;0;0;0;1,3134647361109988;0;0;0;0;1,5601362807361985;1,209286261654233;0;0;2,7598210458389585;0;2,9046589535186826;0;0;1,051611343109844;0,27499111562111606;1,3111976254346438;0;3,4509260629561394;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2726;1.21:26:00;0;0;0;0;0;0;0;1,313477691545138;0;0;0;0;1,5602715612136875;1,2092881494249546;0;0;2,759875409387502;0;2,904897737394405;0;0;1,0516321922611087;0,2750255101193817;1,3112273283344074;0;3,4509579191889013;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2727;1.21:27:00;0;0;0;0;0;0;0;1,3136134047420145;0;0;0;0;1,5603853877016494;1,209344417775563;0;0;2,759944727053697;0;2,9049817008309224;0;0;1,0516906028016673;0,2750284342079954;1,3112662655623688;0;3,4511874683330888;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2728;1.21:28:00;0;0;0;0;0;0;0;1,3136235932133107;0;0;0;0;1,560388425481255;1,2093595349784607;0;0;2,759974814122865;0;2,9051336193716244;0;0;1,0516962438561457;0,27504662655787315;1,311296320666448;0;3,4512111044941376;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2729;1.21:29:00;0;0;0;0;0;0;0;1,3136437294421344;0;0;0;0;1,5603990786230235;1,2093634465398222;0;0;2,7600159197917966;0;2,905317608522642;0;0;1,0517243730414734;0,27507631651660264;1,3116218400237651;0;3,4512891138515127;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2730;1.21:30:00;0;0;0;0;0;0;0;1,3136907811632232;0;0;0;0;1,5604110196953995;1,209417554137265;0;0;2,760279311853147;0;2,9053345289133987;0;0;1,0517802393047306;0,2750915329035602;1,3116329978299386;0;3,4515878101338604;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2731;1.21:31:00;0;0;0;0;0;0;0;1,3137761941659576;0;0;0;0;1,5604204116482578;1,2094414373228022;0;0;2,760513937596459;0;2,9056206416573755;0;0;1,051868111389431;0,2751086914972849;1,3116786439176487;0;3,451933297521164;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2732;1.21:32:00;0;0;0;0;0;0;0;1,3137774158179554;0;0;0;0;1,5604482331632088;1,2094521957487632;0;0;2,7605313344631908;0;2,9058720916029777;0;0;1,0518728836425453;0,27512408753387985;1,3117573238939104;0;3,451978799543377;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2733;1.21:33:00;0;0;0;0;0;0;0;1,3137968418451582;0;0;0;0;1,5605775442569145;1,2095096489250703;0;0;2,7608481807044316;0;2,905946414696685;0;0;1,0518832403107916;0,2751286371471754;1,3118091681313604;0;3,452009389321374;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2734;1.21:34:00;0;0;0;0;0;0;0;1,3138924354184942;0;0;0;0;1,5605891740863247;1,2095406311725991;0;0;2,7608980915375345;0;2,9060296596250557;0;0;1,0519712710030877;0,2751331402260248;1,3118728866906884;0;3,452070517641302;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2735;1.21:35:00;0;0;0;0;0;0;0;1,3141087458725298;0;0;0;0;1,5606061567575935;1,209602690904406;0;0;2,7610843560306653;0;2,9060372860201067;0;0;1,0520366835552548;0,2751423943037285;1,3118932982476803;0;3,4523308516207645;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2736;1.21:36:00;0;0;0;0;0;0;0;1,3141425469212007;0;0;0;0;1,5607215289989638;1,2096129566180724;0;0;2,761293138015806;0;2,9062180331345395;0;0;1,0521029162227495;0,2751985223677385;1,3119092306457;0;3,452458693809624;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217166213114754;
2737;1.21:37:00;0;0;0;0;0;0;0;1,31416205004276;0;0;0;0;1,5607452200808816;1,2096160740734352;0;0;2,7613054701415214;0;2,906345827182243;0;0;1,0521077158712024;0,2752043465295217;1,3119489700220983;0;3,4524932494160154;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2738;1.21:38:00;0;0;0;0;0;0;0;1,3144259043495274;0;0;0;0;1,5608130939016567;1,2096676953837862;0;0;2,761516058786594;0;2,9064640339758077;0;0;1,0521373344413751;0,2752054404038898;1,3119506703915764;0;3,452570749228805;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2739;1.21:39:00;0;0;0;0;0;0;0;1,3144518060726809;0;0;0;0;1,560872646028324;1,2096987297982287;0;0;2,7615822789382944;0;2,9065516510455147;0;0;1,0521390689179502;0,2752265805833589;1,3120818930104894;0;3,452687562183013;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2740;1.21:40:00;0;0;0;0;0;0;0;1,3145203668942662;0;0;0;0;1,56088244513596;1,209783633485118;0;0;2,761599557586356;0;2,9068338770059103;0;0;1,0521907505506922;0,275231257888701;1,312214560411501;0;3,452830522320555;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2741;1.21:41:00;0;0;0;0;0;0;0;1,3145213890740164;0;0;0;0;1,560952000333684;1,2098596589395023;0;0;2,7616009996892488;0;2,906888632133544;0;0;1,0521930165555762;0,27523230588674025;1,312231652749591;0;3,4528812425895756;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2742;1.21:42:00;0;0;0;0;0;0;0;1,3145563910933389;0;0;0;0;1,5609779066104092;1,209875437395666;0;0;2,7624500550945448;0;2,906939538693492;0;0;1,0522019123670585;0,27523548332113223;1,31225759528016;0;3,4528891495263636;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2743;1.21:43:00;0;0;0;0;0;0;0;1,314608826040685;0;0;0;0;1,560987830089691;1,2099567292186642;0;0;2,7625268584039753;0;2,907055877382051;0;0;1,0522352863188993;0,27524498640597883;1,3122722660710593;0;3,452907752284975;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2744;1.21:44:00;0;0;0;0;0;0;0;1,3147216955347998;0;0;0;0;1,5610275197532593;1,209957734878234;0;0;2,762579407820343;0;2,9071751471571368;0;0;1,0522511279844025;0,2752450601214312;1,3123362105373344;0;3,453143327008879;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2745;1.21:45:00;0;0;0;0;0;0;0;1,3147438830283833;0;0;0;0;1,5611939249897335;1,2100548689211736;0;0;2,7625897994686497;0;2,9072957149807026;0;0;1,0523677178815642;0,27524739274744925;1,3124332420472564;0;3,4532301864686037;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2746;1.21:46:00;0;0;0;0;0;0;0;1,3148218436176677;0;0;0;0;1,5612734150925482;1,2101061937029376;0;0;2,7627192158318223;0;2,9073651310322464;0;0;1,0523900789790115;0,27525449568382254;1,3124778542931161;0;3,453409965604024;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2747;1.21:47:00;0;0;0;0;0;0;0;1,3149749220031697;0;0;0;0;1,5613801950547612;1,210419972899465;0;0;2,762722368233989;0;2,907594560654685;0;0;1,0524255371888818;0,2752554007127811;1,3124946460428806;0;3,453439041685669;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2748;1.21:48:00;0;0;0;0;0;0;0;1,3150611034398827;0;0;0;0;1,561429010747149;1,210436821395192;0;0;2,762725617424095;0;2,907787094561587;0;0;1,0524283113371014;0,27526329425494883;1,312613456257885;0;3,4534934669872626;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2749;1.21:49:00;0;0;0;0;0;0;0;1,315111612820735;0;0;0;0;1,5616633967774594;1,2105318270052934;0;0;2,76274498146825;0;2,9079662398536525;0;0;1,0524829879910498;0,275278435776151;1,3126156858878533;0;3,4535492751005763;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2750;1.21:50:00;0;0;0;0;0;0;0;1,315121923917511;0;0;0;0;1,5617048974793892;1,2105808564983132;0;0;2,7627572342617093;0;2,9082822289185986;0;0;1,0525046997430432;0,275281534624911;1,3126427345781506;0;3,45356179763488;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2751;1.21:51:00;0;0;0;0;0;0;0;1,3151476455341007;0;0;0;0;1,5617501604118034;1,2105848145259204;0;0;2,763051189285637;0;2,9083834993916975;0;0;1,0525121772324468;0,2752976724553355;1,3127093900320665;0;3,453712733286977;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2752;1.21:52:00;0;0;0;0;0;0;0;1,3151861154503568;0;0;0;0;1,5619004445232578;1,21058484276235;0;0;2,7630735700467044;0;2,908409958104895;0;0;1,0526056662779508;0,27532976448119845;1,3127107343358053;0;3,4537443827705627;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2753;1.21:53:00;0;0;0;0;0;0;0;1,3153162552860742;0;0;0;0;1,5619679806599105;1,2105978470353682;0;0;2,763162617090426;0;2,908456699166117;0;0;1,0526097173882558;0,275355827067314;1,3128131822161053;0;3,4537684441692975;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2754;1.21:54:00;0;0;0;0;0;0;0;1,315380809554445;0;0;0;0;1,5619719744048863;1,2106689677660665;0;0;2,7631707806391526;0;2,9085575764688887;0;0;1,0526652281854258;0,2753592173949272;1,3128417236807084;0;3,4537756527334253;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2755;1.21:55:00;0;0;0;0;0;0;0;1,3154243450536982;0;0;0;0;1,5620868802150962;1,2108599872632713;0;0;2,7633056505909153;0;2,9087555645606917;0;0;1,052674459808785;0,27537887525996696;1,312918082837039;0;3,45382304538481;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2756;1.21:56:00;0;0;0;0;0;0;0;1,315450494251973;0;0;0;0;1,5621233292156649;1,2109398050171016;0;0;2,7633964352230094;0;2,9088408149698504;0;0;1,0526979845615079;0,2753909434611586;1,3129281177484797;0;3,4539065804915166;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2757;1.21:57:00;0;0;0;0;0;0;0;1,315482315939393;0;0;0;0;1,5621301586216632;1,210948199316189;0;0;2,7638443409144013;0;2,9090082056375723;0;0;1,052726769287955;0,2754083097679833;1,3130228417374603;0;3,4539552727318497;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2758;1.21:58:00;0;0;0;0;0;0;0;1,31551559905258;0;0;0;0;1,5621761303172805;1,2110104979064158;0;0;2,763848606753441;0;2,909142496728867;0;0;1,0527543141868512;0,2754101971433599;1,3130906410810241;0;3,4539575121494597;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2759;1.21:59:00;0;0;0;0;0;0;0;1,315521733313333;0;0;0;0;1,5622294261342855;1,211025031648256;0;0;2,7640407077688955;0;2,909183969368969;0;0;1,0527784579982453;0,2754224175501341;1,31309959098768;0;3,454177764005086;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940517032786885;0,217213295081967;
2760;1.22:00:00;0;0;0;0;0;0;0;1,3155638221374164;0;0;0;0;1,5623037557733939;1,2110319221062424;0;0;2,7640892212088706;0;2,9091958420990274;0;0;1,0527914498337994;0,27542315357534586;1,3131055092656674;0;3,454355210777776;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940614540983607;0,217213295081967;
2761;1.22:01:00;0;0;0;0;0;0;0;1,3155638738360047;0;0;0;0;1,5623225124449895;1,2111366982129992;0;0;2,764261772714398;0;2,909228166776515;0;0;1,0528925036671641;0,2754348124056079;1,3131076141701064;0;3,454598399938084;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940614540983607;0,217213295081967;
2762;1.22:02:00;0;0;0;0;0;0;0;1,315594693538681;0;0;0;0;1,5623262179170638;1,2111633395661534;0;0;2,7643380773030226;0;2,909526443831511;0;0;1,0529047370117102;0,2754537174662365;1,313135447056858;0;3,4546559471540035;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940614540983607;0,217213295081967;
2763;1.22:03:00;0;0;0;0;0;0;0;1,3156443836652212;0;0;0;0;1,5624628983067597;1,2112517699839456;0;0;2,7644193908739414;0;2,9096672200070604;0;0;1,0529141306416347;0,2754803395385185;1,3132833723111135;0;3,4546602176513743;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940614540983607;0,217213295081967;
2764;1.22:04:00;0;0;0;0;0;0;0;1,31568809991492;0;0;0;0;1,5624935742292412;1,2113859360089858;0;0;2,7645718683625153;0;2,909724394753711;0;0;1,0529638041166636;0,2754867833497175;1,3133089972696865;0;3,4548339894068048;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940614540983607;0,217213295081967;
2765;1.22:05:00;0;0;0;0;0;0;0;1,3157218389208531;0;0;0;0;1,5626219637745313;1,2113942867635439;0;0;2,7648424933161286;0;2,909829777161314;0;0;1,053058845736936;0,27549430066193037;1,3133311879678617;0;3,4551362221896746;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940614540983607;0,217213295081967;
2766;1.22:06:00;0;0;0;0;0;0;0;1,3157626127455109;0;0;0;0;1,5626633183366938;1,2114054867250474;0;0;2,7648605972573224;0;2,9098458194125225;0;0;1,053072657565036;0,27550270317931674;1,3133937207175976;0;3,45516976997544;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940614540983607;0,217213295081967;
2767;1.22:07:00;0;0;0;0;0;0;0;1,31577539938492;0;0;0;0;1,5626745884102116;1,2114140188203495;0;0;2,7648830838085168;0;2,9098754826907287;0;0;1,0530948342690374;0,2755165421794911;1,3134318776055744;0;3,45534775499197;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940614540983607;0,217213295081967;
2768;1.22:08:00;0;0;0;0;0;0;0;1,315796429603308;0;0;0;0;1,5626780547966361;1,211448766854976;0;0;2,765013041148222;0;2,9099792032029748;0;0;1,053152399288793;0,27552239907271286;1,3135351196901484;0;3,455357604721545;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940614540983607;0,217213295081967;
2769;1.22:09:00;0;0;0;0;0;0;0;1,3158341865183403;0;0;0;0;1,562713358179723;1,2114899671326675;0;0;2,7652780868439693;0;2,9100706454762086;0;0;1,0534188958780997;0,27556218925280945;1,3135457703364304;0;3,455611101788081;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940614540983607;0,217213295081967;
2770;1.22:10:00;0;0;0;0;0;0;0;1,3161840681283397;0;0;0;0;1,562719147946856;1,2114916282623136;0;0;2,7653191662856207;0;2,9100903934464144;0;0;1,0535288223350003;0,27556575727833016;1,3135535073361309;0;3,455743862397968;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940614540983607;0,217213295081967;
2771;1.22:11:00;0;0;0;0;0;0;0;1,3162564232420144;0;0;0;0;1,5627692602591368;1,2114927712059462;0;0;2,7653469593210778;0;2,910295171453983;0;0;1,0536169474366428;0,2755700915134595;1,313608495330252;0;3,4559642471414183;0;0;0;0;0;0;0;0;0;0;6,41405180327869;0,940614540983607;0,217213295081967;
