Inner Device Heat Gains.Time;Time span;Living Room Light (100W) [Watt];Kitchen Light (100W) [Watt];Bathroom Light (100W) [Watt];Bathroom Mirror Light 10 W (LED) [Watt];Bedroom Light (200W) [Watt];Egg Cooker / Russell Hobbs 14048-56 Stylo [Watt];Juicer / Moulinex Vitafruit [Watt];Kitchen radio / AEG KRC 4323 CD [Watt];Single Stove Plate [Watt];Nespresso Coffee Machine, Single Cup [Watt];Food Slicer / DOMO Schneidemaschine DO521S [Watt];Toaster Salco MT 400 [Watt];PC / Acer 8400 [Watt];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [Watt];Christopeit Treadmill TM 2 Pro [Watt];Laptop Sony Vaio SVE151G11M [Watt];Lawn Mower / Sabo 32-EL [Watt];Hifi System / Sharp XL-HF300PH [Watt];Electric Kettle / Petra WK288 1.5L [Watt];Energy Saving Lamp / EL-REF 11 E27 [Watt];CD/DVD Player / Philips DVDR 725 H [Watt];TV Medion MD20123_DE_A [Watt];SAT Receiver / Kathrein UFS913 [Watt];Canister vacuum cleaner / Siemens VS 06 G 1831 [Watt];Microsoft Xbox 360 [Watt];Miele DG 1450 [Watt];Handmixer / Phillips Robust HR 1581 [Watt];Dishwasher NEFF SD6P1F (2011) [Watt];Dryer / Miele T 8626 WP [Watt];Hedge Trimmer / Bosch AHS 550-24 ST [Watt];Atika LH 2500 G [Watt];Steam Iron / Phillips GC 4410 [Watt];Washing Machine / Bosch WAE 28143 [Watt];Hair Dryer Braun Silencio 1250 [Watt];Siemens Kl 20 LA 65 (A+) [Watt];Router O2 Box 6431 [Watt];Electric Razor Braun Cruzer 5 [Watt];Electric Toothbrush Dondodent Professional Clean [Watt];
631;10:31:00;0;0;0;0;0;0;0;1,1692516401698994;0;0;0;0;1,3832061435251848;1,0765494438869085;0;0;2,448569779365583;0;2,5932589651682854;0;0;0,9377617469772606;0,24394087368081416;1,168442631200371;0;3,07565168052523;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,931686524590164;0,212818540983607;
632;10:32:00;0;0;0;0;0;0;0;1,169359472742823;0;0;0;0;1,383465293325056;1,0766879398711766;0;0;2,448706753615159;0;2,593302958508817;0;0;0,9378526388320626;0,24401598567362184;1,1685438651114934;0;3,0757871228471005;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
633;10:33:00;0;0;0;0;0;0;0;1,1693962271976084;0;0;0;0;1,383521893173027;1,0768194519862617;0;0;2,4489072823768616;0;2,5939741192534767;0;0;0,937890264095219;0,2440167224958658;1,168637207047493;0;3,0781345894784096;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
634;10:34:00;0;0;0;0;0;0;0;1,1694840863046896;0;0;0;0;1,3835714515170037;1,0768934510480765;0;0;2,449224756709088;0;2,594282271143558;0;0;0,937931242731381;0,24403572832730971;1,1690524423946127;0;3,078282789078387;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
635;10:35:00;0;0;0;0;0;0;0;1,1698724585189795;0;0;0;0;1,383618498553675;1,076913861379993;0;0;2,44936506149688;0;2,5943705616085904;0;0;0,9379628886601916;0,24410082250378676;1,1690609333112822;0;3,078979837071867;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
636;10:36:00;0;0;0;0;0;0;0;1,1699827849626705;0;0;0;0;1,3840107123295344;1,0771273731329913;0;0;2,4495218787610815;0;2,595310808190529;0;0;0,9380369626005278;0,24411449389849996;1,1691333154165038;0;3,079049920402626;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
637;10:37:00;0;0;0;0;0;0;0;1,1702773166710276;0;0;0;0;1,3842537125721555;1,077176627586283;0;0;2,4498282688150783;0;2,5962594559529104;0;0;0,9380719427859091;0,24420035488580233;1,1691524045988801;0;3,079531001199841;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
638;10:38:00;0;0;0;0;0;0;0;1,170297026842352;0;0;0;0;1,384471128756693;1,0771958707368685;0;0;2,449867902012268;0;2,5965455148274157;0;0;0,9381513413061693;0,24423014883261124;1,1692873754722637;0;3,0797719615793424;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
639;10:39:00;0;0;0;0;0;0;0;1,1703542489725702;0;0;0;0;1,3845368904064603;1,077230876215799;0;0;2,45012643400934;0;2,5968140879138364;0;0;0,9382161732866485;0,24426916012551722;1,1695053539047164;0;3,0802904159112643;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
640;10:40:00;0;0;0;0;0;0;0;1,1706429000167689;0;0;0;0;1,3846401170804477;1,0773031894136136;0;0;2,450195638616906;0;2,596901507872724;0;0;0,9382825824578541;0,2442874687165814;1,169653178940523;0;3,0804313064474815;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
641;10:41:00;0;0;0;0;0;0;0;1,170762898540875;0;0;0;0;1,3849294858440675;1,0773821606747336;0;0;2,450476317614063;0;2,5969680097860355;0;0;0,9383301081315434;0,24429854685964986;1,1698795832982043;0;3,080655587955993;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
642;10:42:00;0;0;0;0;0;0;0;1,1710476249863144;0;0;0;0;1,3850538605026639;1,0774223478769478;0;0;2,450636204305302;0;2,5974074176830526;0;0;0,9384344161653214;0,24437217379574966;1,1699652198609607;0;3,081161626031518;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
643;10:43:00;0;0;0;0;0;0;0;1,1710753400991503;0;0;0;0;1,3850669038112688;1,0776031804703872;0;0;2,4506367427920916;0;2,5975924786051348;0;0;0,9386957503986649;0,24442436530676054;1,170067865962042;0;3,0812234815963775;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
644;10:44:00;0;0;0;0;0;0;0;1,1713081367451832;0;0;0;0;1,3854923899725478;1,0777136360687434;0;0;2,4508440013024373;0;2,597617288686312;0;0;0,9388285409803494;0,24443041401489587;1,170203559674543;0;3,0814233959425614;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
645;10:45:00;0;0;0;0;0;0;0;1,1713298312573386;0;0;0;0;1,3855931009202171;1,0777401034042189;0;0;2,4512228330906636;0;2,598184239796484;0;0;0,9389590014147433;0,2444763900314052;1,1702095139279083;0;3,0814828710861493;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
646;10:46:00;0;0;0;0;0;0;0;1,171457824794145;0;0;0;0;1,3856748519085615;1,0779553014355012;0;0;2,4518814937762285;0;2,598236564934469;0;0;0,9390409882923317;0,24449633027770648;1,1702905457880937;0;3,0818706929438195;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
647;10:47:00;0;0;0;0;0;0;0;1,1717017790045132;0;0;0;0;1,3861644200901602;1,078318089071464;0;0;2,4523179112450486;0;2,5987037479442456;0;0;0,9390768639434242;0,24451380401746636;1,1704207605906465;0;3,08191830129951;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
648;10:48:00;0;0;0;0;0;0;0;1,17184237602013;0;0;0;0;1,3863142838000684;1,0783334581777986;0;0;2,4528086446791995;0;2,5988748239999273;0;0;0,9390774531731585;0,24451509461487933;1,1705758895781553;0;3,082818986126951;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
649;10:49:00;0;0;0;0;0;0;0;1,1718843973445001;0;0;0;0;1,3863532520441297;1,0784139524203722;0;0;2,4528620222103914;0;2,5990275856874128;0;0;0,9391606737143083;0,24452704427413194;1,1705961528966362;0;3,0830163270975666;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
650;10:50:00;0;0;0;0;0;0;0;1,171916793677063;0;0;0;0;1,3863640422775363;1,0785220372532995;0;0;2,4528763082076472;0;2,599764793675604;0;0;0,939278132571748;0,24456057699813097;1,1709002398225992;0;3,083834918347013;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
651;10:51:00;0;0;0;0;0;0;0;1,1720642617166592;0;0;0;0;1,3866080592628205;1,0785758663308118;0;0;2,4533241172338505;0;2,6000922625869975;0;0;0,939460182343472;0,24456173101686796;1,1711400993391616;0;3,0841721272280114;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
652;10:52:00;0;0;0;0;0;0;0;1,1721939538289106;0;0;0;0;1,3866373535113756;1,078838806450732;0;0;2,45332475215112;0;2,600240791828943;0;0;0,9395807219840532;0,24460435041905462;1,1713090148933551;0;3,084337665918706;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
653;10:53:00;0;0;0;0;0;0;0;1,1725498804235848;0;0;0;0;1,38668655156546;1,0789629980753677;0;0;2,4534400744998504;0;2,6002615114832066;0;0;0,9396668959139445;0,24462275207459275;1,171469415020409;0;3,0844317141641593;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
654;10:54:00;0;0;0;0;0;0;0;1,1725782705239487;0;0;0;0;1,3871171893267413;1,07915191769961;0;0;2,4539852531055093;0;2,6003503352666595;0;0;0,9396791897559574;0,2446843336928063;1,1715557365486255;0;3,085061398286205;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
655;10:55:00;0;0;0;0;0;0;0;1,1726638784528962;0;0;0;0;1,38713662056466;1,0792809182384138;0;0;2,454084290120363;0;2,6008760223199543;0;0;0,9397069243367367;0,24478110785874205;1,171602833815736;0;3,085490846698803;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
656;10:56:00;0;0;0;0;0;0;0;1,1727613060554716;0;0;0;0;1,3871460835382434;1,0794836006224033;0;0;2,45411213891193;0;2,6010929644194554;0;0;0,9398343261620712;0,24482225626691712;1,1716574536360724;0;3,085967560025473;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
657;10:57:00;0;0;0;0;0;0;0;1,1727649170486947;0;0;0;0;1,387160404579965;1,0800656080778048;0;0;2,45426754229941;0;2,6011434913664004;0;0;0,9398453490148566;0,2448284033495778;1,1717755905531075;0;3,086694883066582;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
658;10:58:00;0;0;0;0;0;0;0;1,1729618189566504;0;0;0;0;1,3872474534336947;1,0801338377470429;0;0;2,4549491560037247;0;2,6017367370109863;0;0;0,9398768632863382;0,24486169090528626;1,1718632933271467;0;3,086745745436973;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
659;10:59:00;0;0;0;0;0;0;0;1,173067988825995;0;0;0;0;1,3873165750100702;1,0803357130799265;0;0;2,4552630814412018;0;2,6018684782675594;0;0;0,9400238521393363;0,24486719426653772;1,1718898553647765;0;3,086954874711059;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
660;11:00:00;0;0;0;0;0;0;0;1,1731247212726488;0;0;0;0;1,3873646283341925;1,0804754402265635;0;0;2,4554320982314244;0;2,6019187685040728;0;0;0,9401969373542854;0,24487994816819506;1,172091774783537;0;3,0869977688065107;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
661;11:01:00;0;0;0;0;0;0;0;1,1732862932799626;0;0;0;0;1,387484544514827;1,080543051952127;0;0;2,4554478060730602;0;2,602086587537263;0;0;0,9402991063664285;0,24488562500615185;1,1721240425090065;0;3,087056900102815;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
662;11:02:00;0;0;0;0;0;0;0;1,1735517961462896;0;0;0;0;1,3875080611036248;1,0805738106020317;0;0;2,4554982193234847;0;2,6024626580219694;0;0;0,9406537022486148;0,24489002908305726;1,1722687125430737;0;3,0877891287602206;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
663;11:03:00;0;0;0;0;0;0;0;1,1738590316273212;0;0;0;0;1,3875959675969605;1,080653851320814;0;0;2,455752788902151;0;2,6025354337290887;0;0;0,9407654574155954;0,24489336085220928;1,1724561927750168;0;3,088041028283649;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
664;11:04:00;0;0;0;0;0;0;0;1,1739365044206045;0;0;0;0;1,3876351516062133;1,0808402850422518;0;0;2,456380951889468;0;2,602973178850773;0;0;0,9411235871000719;0,24493688307956363;1,172533926725763;0;3,0881374365588092;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
665;11:05:00;0;0;0;0;0;0;0;1,1740246612905252;0;0;0;0;1,3877150242092686;1,0809937810855403;0;0;2,4566039808079894;0;2,603063449006344;0;0;0,9411385529437726;0,24500532064369113;1,1725929216708015;0;3,088328149762229;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
666;11:06:00;0;0;0;0;0;0;0;1,1741587719072528;0;0;0;0;1,3878032161593215;1,0810174532455779;0;0;2,4580383161809762;0;2,6032169758574146;0;0;0,9413429398334127;0,24504181551166135;1,1725990966863966;0;3,0889189855506873;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
667;11:07:00;0;0;0;0;0;0;0;1,1742685194431015;0;0;0;0;1,3879728291076021;1,081073221822411;0;0;2,458198372199518;0;2,603219906827409;0;0;0,9413743979769652;0,24504458250119676;1,1727030615969214;0;3,0891779155144428;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
668;11:08:00;0;0;0;0;0;0;0;1,1745299038094883;0;0;0;0;1,388092613436948;1,0812172688379074;0;0;2,4582425273523048;0;2,6034077348349944;0;0;0,9414225607075785;0,2450488025304319;1,1728364664140392;0;3,0891985657807575;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
669;11:09:00;0;0;0;0;0;0;0;1,174557179047714;0;0;0;0;1,3881345564837007;1,0812489602831683;0;0;2,4584574419991245;0;2,603511103806354;0;0;0,9415387411293906;0,2450666649065412;1,1729674129704424;0;3,0895905708067737;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
670;11:10:00;0;0;0;0;0;0;0;1,1745666604204361;0;0;0;0;1,3882569530800715;1,081525335517109;0;0;2,4586534907566087;0;2,603896067127622;0;0;0,9415686611290067;0,24506869454046357;1,1731518865663062;0;3,0897061124830243;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,212818540983607;
671;11:11:00;0;0;0;0;0;0;0;1,174631774160538;0;0;0;0;1,3882935001731587;1,081525975274658;0;0;2,458700868705354;0;2,604730542281837;0;0;0,9416025586403839;0,24509226008360788;1,1733522682654758;0;3,090942278574747;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,213529147540984;
672;11:12:00;0;0;0;0;0;0;0;1,1748306947974527;0;0;0;0;1,3885522291804084;1,0815639453896353;0;0;2,458929592431961;0;2,605003989256515;0;0;0,9416499865343763;0,24512366033589253;1,1734874848152699;0;3,090971409931181;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,213529147540984;
673;11:13:00;0;0;0;0;0;0;0;1,175010136699428;0;0;0;0;1,3886635226692499;1,0815671251810122;0;0;2,459299682895114;0;2,605136028380346;0;0;0,9416652761139759;0,24518362698157087;1,1734978634654447;0;3,0910449435432086;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,213529147540984;
674;11:14:00;0;0;0;0;0;0;0;1,1750774184633745;0;0;0;0;1,3888298695923422;1,0816122095714993;0;0;2,4593182920921857;0;2,6055335807757256;0;0;0,9417572195336316;0,2452069984941821;1,1735112087616164;0;3,091170630764099;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,213529147540984;
675;11:15:00;0;0;0;0;0;0;0;1,1752261384138802;0;0;0;0;1,388942236632707;1,081771298262222;0;0;2,459404662796639;0;2,6060242116887906;0;0;0,9417911635676256;0,24521729277294288;1,173660955862462;0;3,09140375052726;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,213529147540984;
676;11:16:00;0;0;0;0;0;0;0;1,175409037488677;0;0;0;0;1,3890288500978718;1,0818279720955355;0;0;2,459441472978564;0;2,6061726401919687;0;0;0,9418236247498015;0,24527893675313994;1,173814767927014;0;3,0924480363046274;0;0;0;0;0;0;0;0;0;0;6,40320524590164;0,932249852459017;0,213529147540984;
677;11:17:00;0;0;0;0;0;0;0;1,1755144103395236;0;0;0;0;1,3891438969090935;1,0819413109128553;0;0;2,4594854534237114;0;2,6061842537231388;0;0;0,9419167205376242;0,2452919202713134;1,1739152982423608;0;3,092561199511349;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
678;11:18:00;0;0;0;0;0;0;0;1,1755330956511554;0;0;0;0;1,3893143200657625;1,0820882461381054;0;0;2,459563612359463;0;2,606253386762276;0;0;0,9420138785612036;0,24529336938694307;1,174280945968456;0;3,092672990726231;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
679;11:19:00;0;0;0;0;0;0;0;1,1756870900917944;0;0;0;0;1,3893727464168713;1,0820894351096053;0;0;2,459942233771483;0;2,606619165575948;0;0;0,942039239965372;0,24530613903926096;1,1743764177559681;0;3,0929149928512607;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
680;11:20:00;0;0;0;0;0;0;0;1,176029270562459;0;0;0;0;1,3893946852809274;1,08209323230387;0;0;2,4601054465138703;0;2,606740134828046;0;0;0,9420461679072927;0,24534262653809533;1,1745238928588788;0;3,0932849089304573;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
681;11:21:00;0;0;0;0;0;0;0;1,176116516897799;0;0;0;0;1,3894659212896259;1,0821440485432638;0;0;2,4602366334959225;0;2,606991143491301;0;0;0,9420747601077447;0,24541225787694904;1,1746144450835685;0;3,0933814425738975;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
682;11:22:00;0;0;0;0;0;0;0;1,1761987965023273;0;0;0;0;1,3898723140144016;1,08217921765607;0;0;2,460651333175467;0;2,60706804121417;0;0;0,9421736819922302;0,24543994014585585;1,1747658032648307;0;3,093617573154794;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
683;11:23:00;0;0;0;0;0;0;0;1,1762510836766975;0;0;0;0;1,3900379394070312;1,0822091115691437;0;0;2,460915369817927;0;2,607108194239318;0;0;0,94219386696691;0,2454417571143392;1,1747740633424373;0;3,0936259351728057;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
684;11:24:00;0;0;0;0;0;0;0;1,1763010767999311;0;0;0;0;1,3901127774170086;1,0822555621229277;0;0;2,461427638432521;0;2,607247346634978;0;0;0,942219736892365;0,24544449423824638;1,1748321984085333;0;3,0937068494271207;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
685;11:25:00;0;0;0;0;0;0;0;1,1764173230634762;0;0;0;0;1,3903083011479442;1,0824236438393944;0;0;2,4616547044936405;0;2,6072857735369075;0;0;0,9422411117589651;0,2454738888422067;1,1748927242224758;0;3,093711801081362;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
686;11:26:00;0;0;0;0;0;0;0;1,1765415617646369;0;0;0;0;1,390338319284356;1,0825321294937955;0;0;2,4618195226383714;0;2,6073932495567327;0;0;0,9422512464046852;0,2454944526943676;1,1750106106453109;0;3,0938577708254207;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
687;11:27:00;0;0;0;0;0;0;0;1,1766582562421648;0;0;0;0;1,3903958333680597;1,082549749405076;0;0;2,4622699394780314;0;2,607578586328401;0;0;0,942332520068429;0,24552142115021705;1,1751360876800292;0;3,094599647514593;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
688;11:28:00;0;0;0;0;0;0;0;1,1767591890749642;0;0;0;0;1,390399757148853;1,082590118190355;0;0;2,4623727224923644;0;2,6080001887165287;0;0;0,9423506130947993;0,245537563108711;1,1751554357376692;0;3,0947325096699037;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
689;11:29:00;0;0;0;0;0;0;0;1,1767635827471075;0;0;0;0;1,3904988461164534;1,083017184602029;0;0;2,4629487219736395;0;2,6081115987876564;0;0;0,9423896532468579;0,24554357092784657;1,1752647473163953;0;3,0950708281018025;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
690;11:30:00;0;0;0;0;0;0;0;1,1768449440337556;0;0;0;0;1,3906102021247622;1,0830203559214775;0;0;2,463452287730321;0;2,608148593266596;0;0;0,9424764909281911;0,24556003224262585;1,1756656567755446;0;3,0960844303430783;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
691;11:31:00;0;0;0;0;0;0;0;1,1771172785323314;0;0;0;0;1,3906159350932694;1,0830910607403177;0;0;2,463580911740615;0;2,608544923237841;0;0;0,9425011800199317;0,24558628336745694;1,1756729328708886;0;3,096285767962577;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
692;11:32:00;0;0;0;0;0;0;0;1,1772199649246522;0;0;0;0;1,3914335839276626;1,0831456631243317;0;0;2,4644412088158614;0;2,6089921954393893;0;0;0,9426485180308173;0,24558972554197955;1,1760241876912625;0;3,0967979191971757;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
693;11:33:00;0;0;0;0;0;0;0;1,1772586303182724;0;0;0;0;1,3914337064855196;1,0831863319430277;0;0;2,4644938528632556;0;2,609184388540999;0;0;0,9427058631177002;0,24562081610557973;1,1761065792176861;0;3,0981710513235905;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
694;11:34:00;0;0;0;0;0;0;0;1,1774235936749284;0;0;0;0;1,3917639756573175;1,0836186266874293;0;0;2,4645404364217884;0;2,6092750280098187;0;0;0,9427606338386253;0,24563328775750562;1,1761730461822808;0;3,098275971676698;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
695;11:35:00;0;0;0;0;0;0;0;1,1777780605548749;0;0;0;0;1,3918597191924078;1,083679904989821;0;0;2,4646495559061217;0;2,6098205414882325;0;0;0,9429826619695044;0,24563428649662825;1,1762748319984855;0;3,0984242393198005;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
696;11:36:00;0;0;0;0;0;0;0;1,1781234717074358;0;0;0;0;1,3919539234735436;1,0838243012703594;0;0;2,4651507588751356;0;2,6099051040281194;0;0;0,9435784662290363;0,2456413067693706;1,1762935881797036;0;3,0988402477752497;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
697;11:37:00;0;0;0;0;0;0;0;1,1784382457632543;0;0;0;0;1,3920534460502645;1,0839089084839222;0;0;2,4657807523374236;0;2,61004303099186;0;0;0,943658104987269;0,24565513177817266;1,1763665520415154;0;3,098954407365;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
698;11:38:00;0;0;0;0;0;0;0;1,1784532240658416;0;0;0;0;1,392073726509388;1,0839492453614368;0;0;2,465910492018559;0;2,6103748980128225;0;0;0,9437781316773994;0,24566510659144636;1,1764885161071257;0;3,0990878786157476;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
699;11:39:00;0;0;0;0;0;0;0;1,178715020906044;0;0;0;0;1,392131604329086;1,0840028176235659;0;0;2,466087073431761;0;2,610585906333643;0;0;0,9438762045086225;0,24566659802545837;1,1765227723283849;0;3,099164617863756;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
700;11:40:00;0;0;0;0;0;0;0;1,1787727804178882;0;0;0;0;1,3922536472693574;1,0841080735702298;0;0;2,4660985250597847;0;2,6108150039535936;0;0;0,9439870708755315;0,24568453193842252;1,1765287650947078;0;3,099272680484647;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
701;11:41:00;0;0;0;0;0;0;0;1,1787784832535533;0;0;0;0;1,3923073665484607;1,0841875614146543;0;0;2,4666986401044806;0;2,6108184409373805;0;0;0,9439875265468693;0,2456938087482883;1,176544003139255;0;3,0994393526276784;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
702;11:42:00;0;0;0;0;0;0;0;1,1788395326197003;0;0;0;0;1,3924878806644256;1,0842109626488206;0;0;2,46686786367841;0;2,611176784324747;0;0;0,9440784177332404;0,24572590979270117;1,1765648126198374;0;3,0995209794325014;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
703;11:43:00;0;0;0;0;0;0;0;1,1788727983757983;0;0;0;0;1,3925636417318115;1,0843233892672308;0;0;2,467305768728649;0;2,6116547519040174;0;0;0,9442983674885055;0,24574257462517135;1,1766048167331737;0;3,099918178020619;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
704;11:44:00;0;0;0;0;0;0;0;1,1789560954537481;0;0;0;0;1,3927277680276164;1,084427086913903;0;0;2,4674921654458797;0;2,6120550803806255;0;0;0,9443344489921445;0,24579081248738915;1,1767174671977683;0;3,100053797254575;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
705;11:45:00;0;0;0;0;0;0;0;1,1789836038899337;0;0;0;0;1,3933028290680003;1,0844391635770125;0;0;2,4683811799480626;0;2,612462382921737;0;0;0,9444433814622287;0,245798100440698;1,1767446040484408;0;3,1001566561086915;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
706;11:46:00;0;0;0;0;0;0;0;1,1791431148502214;0;0;0;0;1,3933392688912385;1,084523276081826;0;0;2,4689397775285378;0;2,6137531642206815;0;0;0,9444595079760723;0,2458264971618143;1,176898545783051;0;3,100159701598937;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
707;11:47:00;0;0;0;0;0;0;0;1,1791933367871512;0;0;0;0;1,3934967033323495;1,084563977769615;0;0;2,4691358249783195;0;2,6137843649552024;0;0;0,9444780297370892;0,24582981078742933;1,176952492986137;0;3,1003284164484084;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
708;11:48:00;0;0;0;0;0;0;0;1,179213525241275;0;0;0;0;1,393856002942587;1,0846960398274503;0;0;2,4697550851519554;0;2,614326971302725;0;0;0,9447007460124434;0,24583004816304255;1,177052881292867;0;3,1010870549892267;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
709;11:49:00;0;0;0;0;0;0;0;1,1793101010289295;0;0;0;0;1,3939265441910806;1,0847552612178981;0;0;2,4698665375804585;0;2,6143857131065085;0;0;0,9449235652770245;0,24585737588650775;1,177124738101923;0;3,101240136849993;0;0;0;0;0;0;0;0;0;0;6,40373704918033;0,932249852459017;0,213529147540984;
