Apparent.Time;Time span;Living Room Light (100W) [VA];Kitchen Light (100W) [VA];Bathroom Light (100W) [VA];Bathroom Mirror Light 10 W (LED) [VA];Bedroom Light (200W) [VA];Egg Cooker / Russell Hobbs 14048-56 Stylo [VA];Juicer / Moulinex Vitafruit [VA];Kitchen radio / AEG KRC 4323 CD [VA];Single Stove Plate [VA];Nespresso Coffee Machine, Single Cup [VA];Food Slicer / DOMO Schneidemaschine DO521S [VA];Toaster Salco MT 400 [VA];PC / Acer 8400 [VA];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [VA];Christopeit Treadmill TM 2 Pro [VA];Laptop Sony Vaio SVE151G11M [VA];Lawn Mower / Sabo 32-EL [VA];Hifi System / Sharp XL-HF300PH [VA];Electric Kettle / Petra WK288 1.5L [VA];Energy Saving Lamp / EL-REF 11 E27 [VA];CD/DVD Player / Philips DVDR 725 H [VA];TV Medion MD20123_DE_A [VA];SAT Receiver / Kathrein UFS913 [VA];Canister vacuum cleaner / Siemens VS 06 G 1831 [VA];Microsoft Xbox 360 [VA];Miele DG 1450 [VA];Handmixer / Phillips Robust HR 1581 [VA];Dishwasher NEFF SD6P1F (2011) [VA];Dryer / Miele T 8626 WP [VA];Hedge Trimmer / Bosch AHS 550-24 ST [VA];Atika LH 2500 G [VA];Steam Iron / Phillips GC 4410 [VA];Washing Machine / Bosch WAE 28143 [VA];Hair Dryer Braun Silencio 1250 [VA];Siemens Kl 20 LA 65 (A+) [VA];Router O2 Box 6431 [VA];Electric Razor Braun Cruzer 5 [VA];Electric Toothbrush Dondodent Professional Clean [VA];
781;13:01:00;0;0;0;0;0;0;0;1,2488602952853;0;0;0;0;1,4783220217311985;1,1483011843423194;0;0;3,8000000000000003;0;2,764842963924903;0;0;1,0011452628291595;0,5700000000000001;1,2460545474864342;0;3,2842558894796303;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
782;13:02:00;0;0;0;0;0;0;0;1,2489255037005598;0;0;0;0;1,4783352368686562;1,1483203964248707;0;0;3,8000000000000003;0;2,7649407340792296;0;0;1,0011546468064978;0,5700000000000001;1,2461263618648817;0;3,284421340913083;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
783;13:03:00;0;0;0;0;0;0;0;1,24896449029942;0;0;0;0;1,4783817148038678;1,1483428822289588;0;0;3,8000000000000003;0;2,7651317077253026;0;0;1,001227930979565;0,5700000000000001;1,2463787464766711;0;3,2847757773097235;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
784;13:04:00;0;0;0;0;0;0;0;1,2490852557253926;0;0;0;0;1,478455520593789;1,148360358235841;0;0;3,8000000000000003;0;2,7654067427095206;0;0;1,001317909727228;0,5700000000000001;1,2463792982500865;0;3,2851724707192647;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
785;13:05:00;0;0;0;0;0;0;0;1,2491555497514175;0;0;0;0;1,4784725179862082;1,1484585446949074;0;0;3,8000000000000003;0;2,7657937156658927;0;0;1,0013739908627874;0,5700000000000001;1,2464534601262716;0;3,2852150050943685;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
786;13:06:00;0;0;0;0;0;0;0;1,249157887748198;0;0;0;0;1,4788805438474175;1,1485271946636024;0;0;3,8000000000000003;0;2,7658669077259392;0;0;1,0013891674287165;0,5700000000000001;1,246684213608177;0;3,285624776599733;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
787;13:07:00;0;0;0;0;0;0;0;1,2491809466325319;0;0;0;0;1,4789334945043904;1,1485810983286684;0;0;3,8000000000000003;0;2,7661176844929307;0;0;1,0014214258545382;0,5700000000000001;1,2466887637354147;0;3,285998815546053;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
788;13:08:00;0;0;0;0;0;0;0;1,2493324439325677;0;0;0;0;1,479033086364143;1,1487138846235418;0;0;3,8000000000000003;0;2,766431515688471;0;0;1,001515378026761;0,5700000000000001;1,2467395636502387;0;3,2860311809373335;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
789;13:09:00;0;0;0;0;0;0;0;1,2494905511381715;0;0;0;0;1,4792311446475437;1,1487574730362546;0;0;3,8000000000000003;0;2,7664535793170115;0;0;1,0015866001398128;0,5700000000000001;1,24674078987648;0;3,286102473053758;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
790;13:10:00;0;0;0;0;0;0;0;1,2494951442048807;0;0;0;0;1,4794445719802267;1,1488278995113002;0;0;3,8000000000000003;0;2,768420932212091;0;0;1,0016539856513116;0,5700000000000001;1,2468418086742954;0;3,28664085809965;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
791;13:11:00;0;0;0;0;0;0;0;1,2495663637446481;0;0;0;0;1,4794841401847876;1,1489018968341362;0;0;3,8000000000000003;0;2,7685470513835337;0;0;1,0016700455508483;0,5700000000000001;1,2468568293104096;0;3,2871734622632767;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
792;13:12:00;0;0;0;0;0;0;0;1,2498694148689151;0;0;0;0;1,4795390048332997;1,148979596482759;0;0;3,8000000000000003;0;2,7686426897216942;0;0;1,0017286500901588;0,5700000000000001;1,2469592250896393;0;3,287482619567922;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
793;13:13:00;0;0;0;0;0;0;0;1,249874820939588;0;0;0;0;1,4797274174654163;1,149035198412489;0;0;3,8000000000000003;0;2,7688852677381424;0;0;1,001802089087001;0,5700000000000001;1,247046474242753;0;3,2883845597369006;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
794;13:14:00;0;0;0;0;0;0;0;1,2499782247762012;0;0;0;0;1,4797785565181598;1,149139271057899;0;0;3,8000000000000003;0;2,7690458403515605;0;0;1,001969223786472;0,5700000000000001;1,24716367363782;0;3,2887210121699413;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
795;13:15:00;0;0;0;0;0;0;0;1,250048948590505;0;0;0;0;1,4798415235653484;1,1495310390959403;0;0;3,8000000000000003;0;2,769085094320223;0;0;1,0020234475230967;0,5700000000000001;1,2471715832380967;0;3,2891685212520296;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
796;13:16:00;0;0;0;0;0;0;0;1,2503966556994979;0;0;0;0;1,479869509893861;1,1496948975118095;0;0;3,8000000000000003;0;2,769829280376711;0;0;1,0022770250701432;0,5700000000000001;1,2474549523411713;0;3,2892073203880567;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
797;13:17:00;0;0;0;0;0;0;0;1,2505835621325558;0;0;0;0;1,4800246075630763;1,149711139642365;0;0;3,8000000000000003;0;2,7701637800574637;0;0;1,0022857356512909;0,5700000000000001;1,2475391565864005;0;3,289568880998612;0;0;0;0;0;0;0;0;0;0;11,6593540983607;2,93897639344262;4,08695131147541;
798;13:18:00;0;0;0;0;0;0;0;1,2506368373961492;0;0;0;0;1,4800743075316518;1,149820697659783;0;0;3,8000000000000003;0;2,770284724355074;0;0;1,002326137470837;0,5700000000000001;1,247562639079813;0;3,2895805970380207;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
799;13:19:00;0;0;0;0;0;0;0;1,2507439919372862;0;0;0;0;1,4801116992228287;1,149911550773576;0;0;3,8000000000000003;0;2,7703160428466074;0;0;1,002629757786581;0,5700000000000001;1,2476648291990948;0;3,2897304214360026;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
800;13:20:00;0;0;0;0;0;0;0;1,2508497968163266;0;0;0;0;1,4801863837261233;1,1499940411997973;0;0;3,8000000000000003;0;2,7708352597161454;0;0;1,0026492339368833;0,5700000000000001;1,247760041070318;0;3,28975575241491;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
801;13:21:00;0;0;0;0;0;0;0;1,2508506735261915;0;0;0;0;1,4802563410011955;1,1500105675989767;0;0;3,8000000000000003;0;2,7711356995152188;0;0;1,0027288862703365;0,5700000000000001;1,2478905376968468;0;3,290214150016381;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
802;13:22:00;0;0;0;0;0;0;0;1,2508546687460596;0;0;0;0;1,4806070462114718;1,1501415789876146;0;0;3,8000000000000003;0;2,7713093471220622;0;0;1,0028561837448629;0,5700000000000001;1,2481737263161987;0;3,290565592046676;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
803;13:23:00;0;0;0;0;0;0;0;1,2510029196730552;0;0;0;0;1,4808144219792374;1,1502359852542041;0;0;3,8000000000000003;0;2,7713337233683766;0;0;1,0030132675892318;0,5700000000000001;1,2482606259038662;0;3,2907772863800795;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
804;13:24:00;0;0;0;0;0;0;0;1,251192135991125;0;0;0;0;1,4809380834195305;1,1502927320885459;0;0;3,8000000000000003;0;2,771440301507018;0;0;1,0031074842927865;0,5700000000000001;1,2482820114714575;0;3,291007408186015;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
805;13:25:00;0;0;0;0;0;0;0;1,2513740891218208;0;0;0;0;1,481001075142859;1,1503009567774771;0;0;3,8000000000000003;0;2,7721443836915647;0;0;1,0032932158384444;0,5700000000000001;1,248438022242674;0;3,291146659508055;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
806;13:26:00;0;0;0;0;0;0;0;1,2515773170920144;0;0;0;0;1,4812158863628828;1,150419463434062;0;0;3,8000000000000003;0;2,7722021175142335;0;0;1,0033291928448278;0,5700000000000001;1,2485108081069252;0;3,2913621157782353;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
807;13:27:00;0;0;0;0;0;0;0;1,2516002247111588;0;0;0;0;1,4812182339160551;1,1506509950185926;0;0;3,8000000000000003;0;2,77225191956161;0;0;1,0034097066257512;0,5700000000000001;1,248726513912542;0;3,291426891374857;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
808;13:28:00;0;0;0;0;0;0;0;1,2519938886613315;0;0;0;0;1,4819475365449786;1,1506794501152946;0;0;3,8000000000000003;0;2,772404547065743;0;0;1,0034923029919838;0,5700000000000001;1,2489732683128723;0;3,291469545324317;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
809;13:29:00;0;0;0;0;0;0;0;1,2522469649610926;0;0;0;0;1,4821610590418852;1,150713247009558;0;0;3,8000000000000003;0;2,7725697414250514;0;0;1,0034993194379271;0,5700000000000001;1,249287517403279;0;3,2919050639031546;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
810;13:30:00;0;0;0;0;0;0;0;1,2523178464455846;0;0;0;0;1,4823772749440645;1,1509057417729287;0;0;3,8000000000000003;0;2,7726396098067196;0;0;1,0035605222338164;0,5700000000000001;1,2493368124328748;0;3,292835267761444;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
811;13:31:00;0;0;0;0;0;0;0;1,252447130391596;0;0;0;0;1,4826314899055977;1,1509314927875882;0;0;3,8000000000000003;0;2,7727717464020465;0;0;1,003661792708427;0,5700000000000001;1,2494335056339143;0;3,2928964301179526;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
812;13:32:00;0;0;0;0;0;0;0;1,2524835889196797;0;0;0;0;1,482765773984418;1,1509458377856456;0;0;3,8000000000000003;0;2,7727838289223636;0;0;1,003728320572152;0,5700000000000001;1,249444871162879;0;3,293319629098742;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
813;13:33:00;0;0;0;0;0;0;0;1,2525303079907977;0;0;0;0;1,4829661242604004;1,1510782923647436;0;0;3,8000000000000003;0;2,7736482403073945;0;0;1,0037671013254716;0,5700000000000001;1,2494772992500256;0;3,294815816800703;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
814;13:34:00;0;0;0;0;0;0;0;1,2527724184990603;0;0;0;0;1,4831969083730274;1,1511308405985015;0;0;3,8000000000000003;0;2,7741128421230803;0;0;1,0038263573644017;0,5700000000000001;1,2495229562117205;0;3,295351402968291;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
815;13:35:00;0;0;0;0;0;0;0;1,252819000742624;0;0;0;0;1,4833569299719445;1,1511441474438104;0;0;3,8000000000000003;0;2,774318326868952;0;0;1,003986717578126;0,5700000000000001;1,2498043134839099;0;3,295352491392649;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08695131147541;
816;13:36:00;0;0;0;0;0;0;0;1,2529113236064433;0;0;0;0;1,4834607883608606;1,1511776032944592;0;0;3,8000000000000003;0;2,7744351206477607;0;0;1,0041328598649377;0,5700000000000001;1,2498749043738382;0;3,295937764449608;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08839213114754;
817;13:37:00;0;0;0;0;0;0;0;1,2529298767806574;0;0;0;0;1,483485137576312;1,1512208248756368;0;0;3,8000000000000003;0;2,7749272085621457;0;0;1,0041669782624896;0,5700000000000001;1,2500038769239212;0;3,296156238475133;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08839213114754;
818;13:38:00;0;0;0;0;0;0;0;1,2530844423437981;0;0;0;0;1,4837046018869144;1,15122530436316;0;0;3,8000000000000003;0;2,7753651953974563;0;0;1,0042929735875123;0,5700000000000001;1,2500201030527636;0;3,2961961066536523;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08839213114754;
819;13:39:00;0;0;0;0;0;0;0;1,253222722387889;0;0;0;0;1,4838358248770211;1,1513482739409069;0;0;3,8000000000000003;0;2,775370543716374;0;0;1,0043953379649075;0,5700000000000001;1,2501841698911846;0;3,2962886487285403;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08839213114754;
820;13:40:00;0;0;0;0;0;0;0;1,2533231464355847;0;0;0;0;1,4838631484572788;1,1513615119955583;0;0;3,8000000000000003;0;2,77544347252446;0;0;1,004408445732537;0,5700000000000001;1,2502876959994498;0;3,2963007356764256;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08839213114754;
821;13:41:00;0;0;0;0;0;0;0;1,253334046653415;0;0;0;0;1,4842571573196668;1,1515758126650872;0;0;3,8000000000000003;0;2,7759166987630213;0;0;1,004414210410478;0,5700000000000001;1,2505760755777755;0;3,2963663183156258;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08839213114754;
822;13:42:00;0;0;0;0;0;0;0;1,2534448410462735;0;0;0;0;1,4843103029985218;1,1516060827027554;0;0;3,8000000000000003;0;2,7759446556713665;0;0;1,0044175295661562;0,5700000000000001;1,2505972804159367;0;3,2963704299038072;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93897639344262;4,08839213114754;
823;13:43:00;0;0;0;0;0;0;0;1,2535707297788055;0;0;0;0;1,4843189319312367;1,1520194012131781;0;0;3,8000000000000003;0;2,7759873817596348;0;0;1,0044366903739381;0,5700000000000001;1,2507152275391937;0;3,296505931111745;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
824;13:44:00;0;0;0;0;0;0;0;1,2535951641959655;0;0;0;0;1,4843477657688275;1,152138002406722;0;0;3,8000000000000003;0;2,775988297051633;0;0;1,0044433966839645;0,5700000000000001;1,2507614794728126;0;3,296661640139128;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
825;13:45:00;0;0;0;0;0;0;0;1,2537333833194664;0;0;0;0;1,4843994916403853;1,1521868808462936;0;0;3,8000000000000003;0;2,7761235412679053;0;0;1,0045349757979287;0,5700000000000001;1,2508626121321145;0;3,296839843665447;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
826;13:46:00;0;0;0;0;0;0;0;1,2539689218686143;0;0;0;0;1,4845680047953507;1,1523692847312919;0;0;3,8000000000000003;0;2,7762520455549455;0;0;1,0046022749277237;0,5700000000000001;1,250916094987426;0;3,2970529600701877;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
827;13:47:00;0;0;0;0;0;0;0;1,2540423424893428;0;0;0;0;1,4847951168967997;1,1523779723586765;0;0;3,8000000000000003;0;2,7764568541494645;0;0;1,0047049891587774;0,5700000000000001;1,2509764480843668;0;3,297294525925498;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
828;13:48:00;0;0;0;0;0;0;0;1,2541055523292977;0;0;0;0;1,484879170413542;1,1524090966675105;0;0;3,8000000000000003;0;2,7769311276820194;0;0;1,004854200812062;0,5700000000000001;1,2509973535077894;0;3,297553989971552;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
829;13:49:00;0;0;0;0;0;0;0;1,2542105322025159;0;0;0;0;1,4848829931221452;1,1525041234875346;0;0;3,8000000000000003;0;2,7772955523398757;0;0;1,0050713269578861;0,5700000000000001;1,2512868853651582;0;3,297677990343488;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
830;13:50:00;0;0;0;0;0;0;0;1,2542637291216754;0;0;0;0;1,485147313228373;1,1525342956074875;0;0;3,8000000000000003;0;2,777427824255174;0;0;1,0051269547192454;0,5700000000000001;1,2515530584037566;0;3,2977300284226354;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
831;13:51:00;0;0;0;0;0;0;0;1,2542952391433695;0;0;0;0;1,485171408921102;1,152569362407196;0;0;3,8000000000000003;0;2,7779128417636034;0;0;1,005207491054713;0,5700000000000001;1,2516148488885377;0;3,297735073950027;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
832;13:52:00;0;0;0;0;0;0;0;1,2544218830628986;0;0;0;0;1,4852911296305895;1,1529417812304104;0;0;3,8000000000000003;0;2,778142301572312;0;0;1,0053955088854065;0,5700000000000001;1,2518669456860116;0;3,298012280829879;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
833;13:53:00;0;0;0;0;0;0;0;1,2545383474996132;0;0;0;0;1,4853518563475259;1,152954345528478;0;0;3,8000000000000003;0;2,778373413458484;0;0;1,005468737356986;0,5700000000000001;1,2518985346923166;0;3,2982962516687477;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
834;13:54:00;0;0;0;0;0;0;0;1,2545730651982443;0;0;0;0;1,4856443504667056;1,1530585902425683;0;0;3,8000000000000003;0;2,7784048421420326;0;0;1,0055072195514632;0,5700000000000001;1,2522026875517154;0;3,2988495050144957;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
835;13:55:00;0;0;0;0;0;0;0;1,2546799446766967;0;0;0;0;1,485711144532443;1,1531298835976709;0;0;3,8000000000000003;0;2,7784722156653716;0;0;1,005674374895304;0,5700000000000001;1,252482369239709;0;3,299923447271068;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
836;13:56:00;0;0;0;0;0;0;0;1,254740692543683;0;0;0;0;1,4857912913958298;1,1531307739898025;0;0;3,8000000000000003;0;2,7787203363788393;0;0;1,0056763339447088;0,5700000000000001;1,2525091400315875;0;3,2999661046395428;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
837;13:57:00;0;0;0;0;0;0;0;1,2548732678876424;0;0;0;0;1,4858247725261442;1,153154974201422;0;0;3,8000000000000003;0;2,778845262809838;0;0;1,0057125878772606;0,5700000000000001;1,25252020603524;0;3,3001135328984397;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
838;13:58:00;0;0;0;0;0;0;0;1,2548752447998577;0;0;0;0;1,485842873432844;1,1532685959742297;0;0;3,8000000000000003;0;2,77884589361828;0;0;1,005996104751326;0,5700000000000001;1,2526617037101586;0;3,3003151360953886;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
839;13:59:00;0;0;0;0;0;0;0;1,2548878040096416;0;0;0;0;1,4863317273715129;1,1533479770741482;0;0;3,8000000000000003;0;2,779341975663549;0;0;1,0062119901989357;0,5700000000000001;1,2527200311987623;0;3,3004319577513925;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
840;14:00:00;0;0;0;0;0;0;0;1,254940577827571;0;0;0;0;1,4864954428904618;1,1533795370463993;0;0;3,8000000000000003;0;2,7796100434821023;0;0;1,006217887880526;0,5700000000000001;1,2527576304013286;0;3,3007166530161407;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
841;14:01:00;0;0;0;0;0;0;0;1,2549811328441893;0;0;0;0;1,4866371565013077;1,1533820599763254;0;0;3,8000000000000003;0;2,779692684106354;0;0;1,0062552508888993;0,5700000000000001;1,2528321013062615;0;3,30091867116895;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
842;14:02:00;0;0;0;0;0;0;0;1,255017438695956;0;0;0;0;1,4868086983955162;1,1534084114328804;0;0;3,8000000000000003;0;2,7798155871713393;0;0;1,0064679001841752;0,5700000000000001;1,252903413860386;0;3,3039580113606632;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
843;14:03:00;0;0;0;0;0;0;0;1,2556712806531094;0;0;0;0;1,4871408305947436;1,1534245510820502;0;0;3,8000000000000003;0;2,7801672413276286;0;0;1,0064818799718893;0,5700000000000001;1,2529241699103773;0;3,3043765978208364;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
844;14:04:00;0;0;0;0;0;0;0;1,2556937798829666;0;0;0;0;1,4873107098357539;1,1535616987811002;0;0;3,8000000000000003;0;2,7805534173006468;0;0;1,006512105762859;0,5700000000000001;1,252930907581877;0;3,304513500968156;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
845;14:05:00;0;0;0;0;0;0;0;1,2557536827865032;0;0;0;0;1,4874928078518896;1,153595257219535;0;0;3,8000000000000003;0;2,7807037533967405;0;0;1,006520827017461;0,5700000000000001;1,252931178889989;0;3,3048390977571955;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
846;14:06:00;0;0;0;0;0;0;0;1,2558514681887043;0;0;0;0;1,487498488032908;1,1536229904159565;0;0;3,8000000000000003;0;2,7807838293512215;0;0;1,0066804019686149;0,5700000000000001;1,2529601599254045;0;3,304859219551332;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
847;14:07:00;0;0;0;0;0;0;0;1,2561966488360985;0;0;0;0;1,4875216302610053;1,1537590236569328;0;0;3,8000000000000003;0;2,7809258427245087;0;0;1,0067479064894453;0,5700000000000001;1,2530306986697721;0;3,3049417676969344;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
848;14:08:00;0;0;0;0;0;0;0;1,2562394176664156;0;0;0;0;1,4876036910392563;1,1538447295482885;0;0;3,8000000000000003;0;2,780988373520171;0;0;1,0068845061064824;0,5700000000000001;1,2530899558308812;0;3,305283555284773;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
849;14:09:00;0;0;0;0;0;0;0;1,2564192696086505;0;0;0;0;1,4876688431673535;1,1539432996678383;0;0;3,8000000000000003;0;2,7810297809345257;0;0;1,0070125994403023;0,5700000000000001;1,253235799048611;0;3,305295135100491;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
850;14:10:00;0;0;0;0;0;0;0;1,2564655852474178;0;0;0;0;1,487894514237141;1,154163566373946;0;0;3,8000000000000003;0;2,781710176862185;0;0;1,0070356976387624;0,5700000000000001;1,2534021744890944;0;3,3054124594973584;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
851;14:11:00;0;0;0;0;0;0;0;1,256506738286147;0;0;0;0;1,4879717071666272;1,1541737430322048;0;0;3,8000000000000003;0;2,78206228934639;0;0;1,0071460970389285;0,5700000000000001;1,2534432715845376;0;3,3058967956474987;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
852;14:12:00;0;0;0;0;0;0;0;1,2565501690239749;0;0;0;0;1,4881788006411776;1,1542755656362387;0;0;3,8000000000000003;0;2,7823118235220057;0;0;1,0071636032427125;0,5700000000000001;1,253919974117938;0;3,306437476972896;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
853;14:13:00;0;0;0;0;0;0;0;1,256576800200405;0;0;0;0;1,4884418712678589;1,1544057353605064;0;0;3,8000000000000003;0;2,7823805152379433;0;0;1,0072046039723377;0,5700000000000001;1,254038698099955;0;3,306561274123697;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
854;14:14:00;0;0;0;0;0;0;0;1,2565928738794456;0;0;0;0;1,488636839811051;1,1544479745503022;0;0;3,8000000000000003;0;2,7824360187682506;0;0;1,0072496307630903;0,5700000000000001;1,2540743389549305;0;3,3071559324538335;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
855;14:15:00;0;0;0;0;0;0;0;1,2566409694384162;0;0;0;0;1,489006804582617;1,154516437506;0;0;3,8000000000000003;0;2,782739043287962;0;0;1,0074279636083017;0,5700000000000001;1,2541491443336517;0;3,3074363785514014;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
856;14:16:00;0;0;0;0;0;0;0;1,2567517321629729;0;0;0;0;1,4891492879865726;1,154538081672309;0;0;3,8000000000000003;0;2,782976140245926;0;0;1,0074392039553846;0,5700000000000001;1,2542310480513819;0;3,3075231876374698;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
857;14:17:00;0;0;0;0;0;0;0;1,256835207032002;0;0;0;0;1,4891839450254205;1,1547368348968738;0;0;3,8000000000000003;0;2,783221537611066;0;0;1,007455866278804;0,5700000000000001;1,2542781001502854;0;3,3082393836406183;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
858;14:18:00;0;0;0;0;0;0;0;1,2568624927027583;0;0;0;0;1,4892325005019809;1,154872348241914;0;0;3,8000000000000003;0;2,7832580391232047;0;0;1,0074768521739974;0,5700000000000001;1,254333647576771;0;3,3082701163580075;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
859;14:19:00;0;0;0;0;0;0;0;1,2568782273725028;0;0;0;0;1,4893031261607632;1,1549806240719642;0;0;3,8000000000000003;0;2,7836601947795963;0;0;1,0074893174151565;0,5700000000000001;1,254440084275184;0;3,308805186341697;0;0;0;0;0;0;0;0;0;0;11,6685704918033;2,93913672131148;4,08839213114754;
