Apparent.Time;Time span;Living Room Light (100W) [VA];Kitchen Light (100W) [VA];Bathroom Light (100W) [VA];Bathroom Mirror Light 10 W (LED) [VA];Bedroom Light (200W) [VA];Egg Cooker / Russell Hobbs 14048-56 Stylo [VA];Juicer / Moulinex Vitafruit [VA];Kitchen radio / AEG KRC 4323 CD [VA];Single Stove Plate [VA];Nespresso Coffee Machine, Single Cup [VA];Food Slicer / DOMO Schneidemaschine DO521S [VA];Toaster Salco MT 400 [VA];PC / Acer 8400 [VA];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [VA];Christopeit Treadmill TM 2 Pro [VA];Laptop Sony Vaio SVE151G11M [VA];Lawn Mower / Sabo 32-EL [VA];Hifi System / Sharp XL-HF300PH [VA];Electric Kettle / Petra WK288 1.5L [VA];Energy Saving Lamp / EL-REF 11 E27 [VA];CD/DVD Player / Philips DVDR 725 H [VA];TV Medion MD20123_DE_A [VA];SAT Receiver / Kathrein UFS913 [VA];Canister vacuum cleaner / Siemens VS 06 G 1831 [VA];Microsoft Xbox 360 [VA];Miele DG 1450 [VA];Handmixer / Phillips Robust HR 1581 [VA];Dishwasher NEFF SD6P1F (2011) [VA];Dryer / Miele T 8626 WP [VA];Hedge Trimmer / Bosch AHS 550-24 ST [VA];Atika LH 2500 G [VA];Steam Iron / Phillips GC 4410 [VA];Washing Machine / Bosch WAE 28143 [VA];Hair Dryer Braun Silencio 1250 [VA];Siemens Kl 20 LA 65 (A+) [VA];Router O2 Box 6431 [VA];Electric Razor Braun Cruzer 5 [VA];Electric Toothbrush Dondodent Professional Clean [VA];
3064;2.03:04:00;0;0;0;0;0;0;0;1,4021253520386716;0;0;0;0;1,664867987710598;1,2899242791599743;0;0;3,8000000000000003;0;3,094356084901237;0;0;1,1206037345094306;0,5700000000000001;1,399481768489285;0;3,6758852423852257;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95145442622951;4,10541639344262;
3065;2.03:05:00;0;0;0;0;0;0;0;1,402158436232414;0;0;0;0;1,66492906300741;1,2899694910504391;0;0;3,8000000000000003;0;3,0944756850981863;0;0;1,1206045357785326;0,5700000000000001;1,3995696413068148;0;3,675926811595663;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95145442622951;4,10541639344262;
3066;2.03:06:00;0;0;0;0;0;0;0;1,4022109925710833;0;0;0;0;1,665102436725293;1,2899797439036806;0;0;3,8000000000000003;0;3,094626176928772;0;0;1,120650266971978;0,5700000000000001;1,39957765878397;0;3,676382750578209;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95145442622951;4,10541639344262;
3067;2.03:07:00;0;0;0;0;0;0;0;1,4022332466689307;0;0;0;0;1,6651309943996222;1,2899809683432466;0;0;3,8000000000000003;0;3,094680134071362;0;0;1,1206527403716229;0,5700000000000001;1,3996654107698574;0;3,676661887994963;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95145442622951;4,10541639344262;
3068;2.03:08:00;0;0;0;0;0;0;0;1,4023442960689825;0;0;0;0;1,6652297353392909;1,2900058705411013;0;0;3,8000000000000003;0;3,0947468474323596;0;0;1,1207101979011889;0,5700000000000001;1,3996799441180443;0;3,6770471035675247;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95145442622951;4,10541639344262;
3069;2.03:09:00;0;0;0;0;0;0;0;1,4023865604283572;0;0;0;0;1,6653508118623122;1,2900869683859233;0;0;3,8000000000000003;0;3,0948459590601463;0;0;1,1207212124504293;0,5700000000000001;1,399706102553975;0;3,67710632360789;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95145442622951;4,10541639344262;
3070;2.03:10:00;0;0;0;0;0;0;0;1,4024836713892528;0;0;0;0;1,6654700737311536;1,2900980863263436;0;0;3,8000000000000003;0;3,094978795804898;0;0;1,1209816992220856;0,5700000000000001;1,3997276704031658;0;3,6771092754342667;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95145442622951;4,10541639344262;
3071;2.03:11:00;0;0;0;0;0;0;0;1,4025402744935296;0;0;0;0;1,6656723351980405;1,2901155346407016;0;0;3,8000000000000003;0;3,095010567149603;0;0;1,121023634915995;0,5700000000000001;1,3997719110958584;0;3,6772569760614866;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95145442622951;4,10541639344262;
3072;2.03:12:00;0;0;0;0;0;0;0;1,4026801227606993;0;0;0;0;1,665732043911522;1,2901661717039796;0;0;3,8000000000000003;0;3,095291810522607;0;0;1,1210408331607704;0,5700000000000001;1,3997734775679904;0;3,6773519074091237;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95145442622951;4,10541639344262;
3073;2.03:13:00;0;0;0;0;0;0;0;1,4027078849987573;0;0;0;0;1,665770950612809;1,2901897156577253;0;0;3,8000000000000003;0;3,0954887577919155;0;0;1,12113289266439;0,5700000000000001;1,3997889721285035;0;3,677448965182657;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95145442622951;4,10541639344262;
3074;2.03:14:00;0;0;0;0;0;0;0;1,4028324983923215;0;0;0;0;1,6658229779443174;1,2902324405851937;0;0;3,8000000000000003;0;3,095655945543242;0;0;1,1211771889082671;0,5700000000000001;1,3997897561056531;0;3,6777839568136974;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95145442622951;4,10541639344262;
3075;2.03:15:00;0;0;0;0;0;0;0;1,402975113591339;0;0;0;0;1,6659522064523624;1,2902731108478283;0;0;3,8000000000000003;0;3,0957828083706267;0;0;1,121187409948721;0,5700000000000001;1,3998169454577643;0;3,677909562607001;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95145442622951;4,10541639344262;
3076;2.03:16:00;0;0;0;0;0;0;0;1,4030318483676085;0;0;0;0;1,6660026417911458;1,2904000443752108;0;0;3,8000000000000003;0;3,09583145007895;0;0;1,121288457331593;0,5700000000000001;1,399922299964978;0;3,677991044914369;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95145442622951;4,10541639344262;
3077;2.03:17:00;0;0;0;0;0;0;0;1,4033340667295295;0;0;0;0;1,6660381820525292;1,290489932656632;0;0;3,8000000000000003;0;3,0959220306098296;0;0;1,1213031989380928;0,5700000000000001;1,3999310717334423;0;3,6780763233163483;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95145442622951;4,10541639344262;
3078;2.03:18:00;0;0;0;0;0;0;0;1,4035209668181188;0;0;0;0;1,6660661744770557;1,2904976454846049;0;0;3,8000000000000003;0;3,0960387857624627;0;0;1,121316079807626;0,5700000000000001;1,3999703954578202;0;3,678718348579985;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3079;2.03:19:00;0;0;0;0;0;0;0;1,4036127619982768;0;0;0;0;1,6661103840983493;1,2905238039825309;0;0;3,8000000000000003;0;3,0960541501014025;0;0;1,1213458395872145;0,5700000000000001;1,4000277516202382;0;3,678757274831785;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3080;2.03:20:00;0;0;0;0;0;0;0;1,403626351938828;0;0;0;0;1,666148185108777;1,2906364334601326;0;0;3,8000000000000003;0;3,0962144687178923;0;0;1,1213620234886617;0,5700000000000001;1,4000551264535968;0;3,6790849637580334;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3081;2.03:21:00;0;0;0;0;0;0;0;1,4036344504033302;0;0;0;0;1,6661932233248151;1,2907331292875068;0;0;3,8000000000000003;0;3,0962799849783034;0;0;1,1213657731863729;0,5700000000000001;1,4002363166703342;0;3,6791655572276083;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3082;2.03:22:00;0;0;0;0;0;0;0;1,4036346906778474;0;0;0;0;1,6663534794366022;1,2908048766112497;0;0;3,8000000000000003;0;3,0965748798004675;0;0;1,1213803299718088;0,5700000000000001;1,4002449073105785;0;3,6798087990033377;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3083;2.03:23:00;0;0;0;0;0;0;0;1,403721942483245;0;0;0;0;1,6664250928549855;1,2908114850823469;0;0;3,8000000000000003;0;3,096941682868439;0;0;1,1213828261220382;0,5700000000000001;1,4003831086586969;0;3,679810805390279;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3084;2.03:24:00;0;0;0;0;0;0;0;1,4038242539551837;0;0;0;0;1,6664671163741436;1,2908747626497614;0;0;3,8000000000000003;0;3,096956582905757;0;0;1,1214079362556861;0,5700000000000001;1,4003947712390223;0;3,679815939244615;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3085;2.03:25:00;0;0;0;0;0;0;0;1,4038792633901425;0;0;0;0;1,6664735450470984;1,2908818638633774;0;0;3,8000000000000003;0;3,0970392299772254;0;0;1,1214452108098425;0,5700000000000001;1,400396617171369;0;3,679958320873408;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3086;2.03:26:00;0;0;0;0;0;0;0;1,4039344237779046;0;0;0;0;1,6664805563997866;1,2909134059067355;0;0;3,8000000000000003;0;3,0971337381338238;0;0;1,1215318593233186;0,5700000000000001;1,4004030984052078;0;3,6800756680357165;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3087;2.03:27:00;0;0;0;0;0;0;0;1,4039775588333505;0;0;0;0;1,6665073447513192;1,290948569879617;0;0;3,8000000000000003;0;3,0971536558653137;0;0;1,1215556812055447;0,5700000000000001;1,400433788867924;0;3,680185886571737;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3088;2.03:28:00;0;0;0;0;0;0;0;1,404103516762279;0;0;0;0;1,6665250471864994;1,2910412633262935;0;0;3,8000000000000003;0;3,0972293482487623;0;0;1,1215992545692266;0,5700000000000001;1,400437399562753;0;3,6802106302466497;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3089;2.03:29:00;0;0;0;0;0;0;0;1,4042171737983387;0;0;0;0;1,6665550994549254;1,2910767445524465;0;0;3,8000000000000003;0;3,097277999238474;0;0;1,1216124779404624;0,5700000000000001;1,4004640072333643;0;3,6803943559233385;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3090;2.03:30:00;0;0;0;0;0;0;0;1,4042413068357729;0;0;0;0;1,6665630422764286;1,2911153427405475;0;0;3,8000000000000003;0;3,0975330864435575;0;0;1,1216530521996195;0,5700000000000001;1,4004891661889687;0;3,680605020987797;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3091;2.03:31:00;0;0;0;0;0;0;0;1,4043196414533012;0;0;0;0;1,6665808586431903;1,2911170020183202;0;0;3,8000000000000003;0;3,0976167767098803;0;0;1,121693264358167;0,5700000000000001;1,4005008198704654;0;3,6806244899768696;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3092;2.03:32:00;0;0;0;0;0;0;0;1,404339356008175;0;0;0;0;1,6666006354082097;1,291122569701678;0;0;3,8000000000000003;0;3,0978335412713687;0;0;1,1217184457111962;0,5700000000000001;1,4005284360959322;0;3,6806839037007997;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3093;2.03:33:00;0;0;0;0;0;0;0;1,4043530668784463;0;0;0;0;1,666610899927557;1,2912115898704475;0;0;3,8000000000000003;0;3,097920659468974;0;0;1,1217797031710095;0,5700000000000001;1,4005708096423324;0;3,680729641648754;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3094;2.03:34:00;0;0;0;0;0;0;0;1,4043669085780335;0;0;0;0;1,6666428794090589;1,2912238842153072;0;0;3,8000000000000003;0;3,0982194489234294;0;0;1,1218048188360703;0,5700000000000001;1,400667128576727;0;3,6808332955089287;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3095;2.03:35:00;0;0;0;0;0;0;0;1,4043740260252264;0;0;0;0;1,6666887687969572;1,2912534337887338;0;0;3,8000000000000003;0;3,098437722979668;0;0;1,1218291183757905;0,5700000000000001;1,400724069643821;0;3,681054098319385;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3096;2.03:36:00;0;0;0;0;0;0;0;1,4043760286099212;0;0;0;0;1,6667647021828291;1,2912589182940848;0;0;3,8000000000000003;0;3,098492201697782;0;0;1,1219014878620432;0,5700000000000001;1,4007986942271582;0;3,6811576642326567;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3097;2.03:37:00;0;0;0;0;0;0;0;1,4044021411241865;0;0;0;0;1,6668378701858193;1,2912724374617375;0;0;3,8000000000000003;0;3,0985296633902695;0;0;1,1219401414074517;0,5700000000000001;1,4008360173414378;0;3,681264676382465;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3098;2.03:38:00;0;0;0;0;0;0;0;1,4044500550961352;0;0;0;0;1,6669769419490725;1,2912870018397138;0;0;3,8000000000000003;0;3,0985437410348946;0;0;1,1219593084393666;0,5700000000000001;1,400929262770383;0;3,6814509017109236;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3099;2.03:39:00;0;0;0;0;0;0;0;1,404483944455909;0;0;0;0;1,6670610234866605;1,2914502937234693;0;0;3,8000000000000003;0;3,0985646602359673;0;0;1,1219604356788402;0,5700000000000001;1,4010438744187563;0;3,6817986589424203;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3100;2.03:40:00;0;0;0;0;0;0;0;1,404496411217554;0;0;0;0;1,667065898290335;1,2914841591897024;0;0;3,8000000000000003;0;3,0986435469355365;0;0;1,122136357797269;0,5700000000000001;1,4011490994314901;0;3,681850324715755;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3101;2.03:41:00;0;0;0;0;0;0;0;1,404513794901129;0;0;0;0;1,6670958250940748;1,291501114408161;0;0;3,8000000000000003;0;3,0986437364292283;0;0;1,1221908741637443;0,5700000000000001;1,4013032880515257;0;3,681962439138923;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3102;2.03:42:00;0;0;0;0;0;0;0;1,4045586078563257;0;0;0;0;1,6671119157457264;1,2915391185669152;0;0;3,8000000000000003;0;3,09869131573794;0;0;1,1222244673087396;0,5700000000000001;1,4013872455151255;0;3,681994952387933;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3103;2.03:43:00;0;0;0;0;0;0;0;1,4046381929480016;0;0;0;0;1,6671165824609337;1,2915739282591034;0;0;3,8000000000000003;0;3,0987027771273374;0;0;1,1222326765179234;0,5700000000000001;1,40152077448761;0;3,6820442765262653;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3104;2.03:44:00;0;0;0;0;0;0;0;1,4046837482915153;0;0;0;0;1,6671233882403842;1,291579672230376;0;0;3,8000000000000003;0;3,0989021301197015;0;0;1,1222687679487529;0,5700000000000001;1,4015233014000295;0;3,682223935273426;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3105;2.03:45:00;0;0;0;0;0;0;0;1,4047157630910083;0;0;0;0;1,6672532027352873;1,291583109223121;0;0;3,8000000000000003;0;3,09906871817285;0;0;1,122312150840956;0,5700000000000001;1,4015436742185108;0;3,6822640670268245;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3106;2.03:46:00;0;0;0;0;0;0;0;1,4047237045703096;0;0;0;0;1,6672730412086822;1,2916142496842842;0;0;3,8000000000000003;0;3,0991650476481274;0;0;1,122391786878875;0,5700000000000001;1,4015507840585617;0;3,682279058589345;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3107;2.03:47:00;0;0;0;0;0;0;0;1,4048090243548284;0;0;0;0;1,6673391031916707;1,291624413787849;0;0;3,8000000000000003;0;3,099229608681451;0;0;1,1224672982792587;0,5700000000000001;1,4016816475506186;0;3,682303985996038;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3108;2.03:48:00;0;0;0;0;0;0;0;1,4048110553045192;0;0;0;0;1,6674505979762928;1,2917136382311067;0;0;3,8000000000000003;0;3,099290164719135;0;0;1,1224702572256227;0,5700000000000001;1,4017755871891089;0;3,682639600540913;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3109;2.03:49:00;0;0;0;0;0;0;0;1,4048869985026524;0;0;0;0;1,6674798175495251;1,291766851273838;0;0;3,8000000000000003;0;3,099409436027859;0;0;1,1224795041084064;0,5700000000000001;1,4017863068248366;0;3,6828649955360184;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3110;2.03:50:00;0;0;0;0;0;0;0;1,4048889263878463;0;0;0;0;1,667491681764971;1,2918120014608707;0;0;3,8000000000000003;0;3,0995494835265647;0;0;1,1225033253783905;0,5700000000000001;1,401791925803666;0;3,683268010307125;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3111;2.03:51:00;0;0;0;0;0;0;0;1,4049042575351345;0;0;0;0;1,667619288723977;1,2918473796151342;0;0;3,8000000000000003;0;3,0999065160791166;0;0;1,1225389968851038;0,5700000000000001;1,4018320489989975;0;3,6834033819407406;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3112;2.03:52:00;0;0;0;0;0;0;0;1,4049916510175526;0;0;0;0;1,667636118201398;1,2918867996247203;0;0;3,8000000000000003;0;3,0999319465270903;0;0;1,1225852304292339;0,5700000000000001;1,4019108745716684;0;3,683445663937046;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3113;2.03:53:00;0;0;0;0;0;0;0;1,4050556589407466;0;0;0;0;1,6678697477014999;1,2919201583987356;0;0;3,8000000000000003;0;3,1000646555119964;0;0;1,1226015866847896;0,5700000000000001;1,402015116180485;0;3,6836284285196403;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3114;2.03:54:00;0;0;0;0;0;0;0;1,4052182685750427;0;0;0;0;1,6680441543059206;1,2920076394280269;0;0;3,8000000000000003;0;3,100297593843349;0;0;1,1226481849965382;0,5700000000000001;1,4020292558441778;0;3,6836386965404637;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3115;2.03:55:00;0;0;0;0;0;0;0;1,4052551602039438;0;0;0;0;1,6680961852629599;1,2920744142697964;0;0;3,8000000000000003;0;3,1003742522759516;0;0;1,1228024613942118;0,5700000000000001;1,402066225704123;0;3,683981307947765;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3116;2.03:56:00;0;0;0;0;0;0;0;1,4053419090093442;0;0;0;0;1,6682273958041403;1,2920891403349686;0;0;3,8000000000000003;0;3,1004045409794343;0;0;1,1228057949251184;0,5700000000000001;1,4020679618013219;0;3,684026712958829;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3117;2.03:57:00;0;0;0;0;0;0;0;1,4053831061143183;0;0;0;0;1,6682513838613402;1,2921110449503999;0;0;3,8000000000000003;0;3,1005085155163363;0;0;1,1228462903890113;0,5700000000000001;1,4021973290314733;0;3,6841052044313582;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3118;2.03:58:00;0;0;0;0;0;0;0;1,4053850054942616;0;0;0;0;1,6684272859253313;1,2921251156554687;0;0;3,8000000000000003;0;3,100561244997585;0;0;1,1228593670059284;0,5700000000000001;1,4021982817942495;0;3,684128722059532;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3119;2.03:59:00;0;0;0;0;0;0;0;1,4054864303729195;0;0;0;0;1,6684455817830672;1,2923365909418072;0;0;3,8000000000000003;0;3,100661785690538;0;0;1,1228783458387732;0,5700000000000001;1,402200134169778;0;3,68427656029656;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3120;2.04:00:00;0;0;0;0;0;0;0;1,4055607340295246;0;0;0;0;1,6684789001991103;1,2923372000048279;0;0;3,8000000000000003;0;3,1006780491090953;0;0;1,1229480973780126;0,5700000000000001;1,4023006176344854;0;3,6844341841029347;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3121;2.04:01:00;0;0;0;0;0;0;0;1,4057302017036177;0;0;0;0;1,668690573144996;1,292342934224539;0;0;3,8000000000000003;0;3,1008077103892937;0;0;1,1229634938315027;0,5700000000000001;1,4023402514070438;0;3,684496385169366;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3122;2.04:02:00;0;0;0;0;0;0;0;1,4057485078613379;0;0;0;0;1,6687562000583827;1,2923452102738315;0;0;3,8000000000000003;0;3,1009944111545407;0;0;1,1229764219561675;0,5700000000000001;1,40234876189148;0;3,6845165333709295;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3123;2.04:03:00;0;0;0;0;0;0;0;1,4057693979713148;0;0;0;0;1,668788105268478;1,2923903001598573;0;0;3,8000000000000003;0;3,1010762879777887;0;0;1,1229764722307098;0,5700000000000001;1,4023936449234229;0;3,6845494143058373;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3124;2.04:04:00;0;0;0;0;0;0;0;1,405889115876036;0;0;0;0;1,6688068175003472;1,2923976019366203;0;0;3,8000000000000003;0;3,1010896104513113;0;0;1,1230345828383295;0,5700000000000001;1,4024489679120238;0;3,6847478228455293;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3125;2.04:05:00;0;0;0;0;0;0;0;1,4058960715405315;0;0;0;0;1,6688900511820308;1,292398638412863;0;0;3,8000000000000003;0;3,101186004930839;0;0;1,1230533771300828;0,5700000000000001;1,4024655376891788;0;3,684761504206561;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3126;2.04:06:00;0;0;0;0;0;0;0;1,4059330999354682;0;0;0;0;1,6688962003622931;1,2925067288758254;0;0;3,8000000000000003;0;3,101248237465782;0;0;1,12316149292187;0,5700000000000001;1,4024679246323617;0;3,6848466177190558;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3127;2.04:07:00;0;0;0;0;0;0;0;1,4059562061485777;0;0;0;0;1,6689636276405562;1,292543336835275;0;0;3,8000000000000003;0;3,1013535419351785;0;0;1,1231703881570878;0,5700000000000001;1,4024947591000883;0;3,684886085925641;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3128;2.04:08:00;0;0;0;0;0;0;0;1,4059665531097225;0;0;0;0;1,6689949576325704;1,292572089405351;0;0;3,8000000000000003;0;3,1016037744491727;0;0;1,1232387006603104;0,5700000000000001;1,4025422251355448;0;3,684888670051624;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3129;2.04:09:00;0;0;0;0;0;0;0;1,4060537386491072;0;0;0;0;1,669029167930205;1,2926341578176206;0;0;3,8000000000000003;0;3,101677671523331;0;0;1,1232519902175875;0,5700000000000001;1,4025650851527696;0;3,6850647814834776;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3130;2.04:10:00;0;0;0;0;0;0;0;1,4060569981372104;0;0;0;0;1,6690536382576229;1,2927571856638203;0;0;3,8000000000000003;0;3,1017082585267852;0;0;1,1232794391792358;0,5700000000000001;1,4026209227788164;0;3,6851680109216978;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3131;2.04:11:00;0;0;0;0;0;0;0;1,4060583665720983;0;0;0;0;1,6691027483066234;1,29277828929482;0;0;3,8000000000000003;0;3,1019169877957107;0;0;1,1233472845567127;0,5700000000000001;1,4026299151453308;0;3,6852581178790538;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3132;2.04:12:00;0;0;0;0;0;0;0;1,4061191615361506;0;0;0;0;1,6691377217832217;1,2928107943563856;0;0;3,8000000000000003;0;3,1019330026270175;0;0;1,1234614535634753;0,5700000000000001;1,4026863599775203;0;3,6852629495401263;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3133;2.04:13:00;0;0;0;0;0;0;0;1,4063083734649735;0;0;0;0;1,6692471531193518;1,292909114628915;0;0;3,8000000000000003;0;3,1019495272643627;0;0;1,123588541408001;0,5700000000000001;1,4026912797506692;0;3,6856992478277335;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3134;2.04:14:00;0;0;0;0;0;0;0;1,4063665424182052;0;0;0;0;1,66927545920401;1,2929136952788014;0;0;3,8000000000000003;0;3,101953623688327;0;0;1,123593652281563;0,5700000000000001;1,402752657856778;0;3,6857611210018737;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3135;2.04:15:00;0;0;0;0;0;0;0;1,4063752748199976;0;0;0;0;1,669299155491939;1,2929350102084425;0;0;3,8000000000000003;0;3,1019553358251972;0;0;1,12363053755594;0,5700000000000001;1,4027616217896315;0;3,6861127473310087;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3136;2.04:16:00;0;0;0;0;0;0;0;1,4063821583003526;0;0;0;0;1,6693063971400752;1,2931304393771619;0;0;3,8000000000000003;0;3,102318601682274;0;0;1,1236613476022013;0,5700000000000001;1,402773359215095;0;3,686120261336285;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3137;2.04:17:00;0;0;0;0;0;0;0;1,4063914778827145;0;0;0;0;1,6693166084837343;1,2931734683037082;0;0;3,8000000000000003;0;3,1025591943174926;0;0;1,123699495706846;0,5700000000000001;1,402785573974028;0;3,6861675433564898;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3138;2.04:18:00;0;0;0;0;0;0;0;1,4064504617696834;0;0;0;0;1,6693312077319566;1,2931747988044355;0;0;3,8000000000000003;0;3,1026327953969406;0;0;1,1237187184104913;0,5700000000000001;1,4028040685798733;0;3,6861705062604635;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3139;2.04:19:00;0;0;0;0;0;0;0;1,406466312076106;0;0;0;0;1,669412409296718;1,2932057192160924;0;0;3,8000000000000003;0;3,1027725470142746;0;0;1,1237214917904788;0,5700000000000001;1,402881229301498;0;3,6862238134188394;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3140;2.04:20:00;0;0;0;0;0;0;0;1,4064672329233339;0;0;0;0;1,6695431571456174;1,2932705749866413;0;0;3,8000000000000003;0;3,1029561866942608;0;0;1,1237976404973327;0,5700000000000001;1,402901352453702;0;3,6863065686637255;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
3141;2.04:21:00;0;0;0;0;0;0;0;1,4064831358711143;0;0;0;0;1,6695643489141387;1,2933063160412965;0;0;3,8000000000000003;0;3,1029749162815445;0;0;1,12379929964885;0,5700000000000001;1,402940167465173;0;3,6863652075791293;0;0;0;0;0;0;0;0;0;0;11,729062295082;2,95204901639344;4,10541639344262;
